sex,targetUttCode,featuresPresent,normResponse2,obj1,trial_type,blockNr,obj2,name,normResponse1,numFeatures,certainty,uttCode,utterance,pref2,targetFeature,targetFeatureNum,response0,Answer.time_in_minutes,normResponse0,response1,response2,workerid,slide_number,pref3,item,pref1,obj3 
,,,,,,,,,,,1,,,,,,,5.256366666666667,,,,62,,,,,
male,321-3,"['solid', 'striped', 'red']",0.25,212,task,2,312,,0.25,3,,321,striped,circle,shape,1,1,5.256366666666667,0.5,0.5,0.5,62,19,square,2850,cloud,122
male,321-2,"['solid', 'striped', 'polka-dotted', 'red']",0.25,312,task,2,322,,0.5,4,,321,polka-dotted,circle,shape,1,0.5,5.256366666666667,0.25,1,0.5,62,20,square,6620,cloud,232
male,311-3,"['striped', 'blue', 'red', 'green']",0.25,221,task,2,122,,0.25,4,,311,striped,circle,shape,1,1,5.256366666666667,0.5,0.5,0.5,62,21,square,18410,cloud,323
male,22a2b-2a,"['striped', 'polka-dotted', 'blue', 'green']",0.5,221,task,2,231,,0.25,4,,22a2b,green,circle,shape,1,0.5,5.256366666666667,0.25,0.5,1,62,22,square,26250,cloud,333
,,,,,,,,,,,0.5,,,,,,,5.256366666666667,,,,62,,,,,
female,211-3,"['cloud', 'circle', 'square', 'solid', 'striped']",0.3333333333333333,311,task,0,122,,0.3333333333333333,5,,211,striped,red,color,3,0.5,3.6210666666666667,0.3333333333333333,0.5,0.5,63,3,green,10372,blue,213
female,22a1-3,"['cloud', 'square', 'solid', 'striped']",0.3448275862068966,111,task,0,112,,0.24137931034482757,4,,22a1,cloud,red,color,3,0.6,3.6210666666666667,0.41379310344827586,0.35,0.5,63,4,green,18072,blue,323
female,22a2b-2a,"['circle', 'square', 'solid', 'striped']",0.3333333333333333,221,task,0,312,,0.13333333333333333,4,,22a2b,striped,red,color,3,0.8,3.6210666666666667,0.5333333333333333,0.2,0.5,63,5,green,4232,blue,322
female,22b1-3,"['circle', 'square', 'striped', 'polka-dotted']",0.3793103448275862,221,task,0,322,,0.06896551724137931,4,,22b1,square,red,color,3,0.8,3.6210666666666667,0.5517241379310345,0.1,0.55,63,6,green,26952,blue,333
,,,,,,,,,,,0.4,,,,,,,3.6210666666666667,,,,63,,,,,
female,22a1-3,"['cloud', 'square', 'blue', 'green']",0.17857142857142858,111,task,1,323,,0.46428571428571436,4,,22a1,square,striped,texture,2,0.5,3.6210666666666667,0.35714285714285715,0.65,0.25,63,11,polka-dotted,28531,solid,333
female,311-3,"['cloud', 'blue', 'red', 'green']",0.13333333333333333,121,task,1,112,,0.5333333333333333,4,,311,cloud,striped,texture,2,0.5,3.6210666666666667,0.3333333333333333,0.8,0.2,63,12,polka-dotted,20630,solid,133
female,22a2b-2a,"['cloud', 'square', 'red', 'green']",0.06666666666666667,112,task,1,113,,0.6,4,,22a2b,green,striped,texture,2,0.5,3.6210666666666667,0.3333333333333333,0.9,0.1,63,13,polka-dotted,19331,solid,323
female,22a2b-2b,"['cloud', 'square', 'red', 'green']",0,332,task,1,113,,0.6666666666666666,4,,22a2b,cloud,striped,texture,2,0.5,3.6210666666666667,0.3333333333333333,1,0,63,14,polka-dotted,21941,solid,133
,,,,,,,,,,,0.8,,,,,,,3.6210666666666667,,,,63,,,,,
female,22b2b-2,"['solid', 'polka-dotted', 'red', 'green']",0.48387096774193544,112,task,2,332,,0.3225806451612903,4,,22b2b,polka-dotted,circle,shape,1,0.3,3.6210666666666667,0.1935483870967742,0.5,0.75,63,19,square,21690,cloud,133
female,321-3,"['solid', 'blue', 'green']",0.43749999999999994,111,task,2,211,,0.21874999999999997,3,,321,blue,circle,shape,1,0.55,3.6210666666666667,0.34375,0.35,0.7,63,20,square,11400,cloud,313
female,321-3,"['solid', 'striped', 'red']",0.46875,212,task,2,312,,0.18749999999999997,3,,321,red,circle,shape,1,0.55,3.6210666666666667,0.34375,0.3,0.75,63,21,square,2850,cloud,122
female,22b2b-2,"['striped', 'polka-dotted', 'blue', 'red']",0.5555555555555556,121,task,2,331,,0.055555555555555566,4,,22b2b,polka-dotted,circle,shape,1,0.7,3.6210666666666667,0.3888888888888889,0.1,1,63,22,square,4860,cloud,132
,,,,,,,,,,,0.95,,,,,,,3.6210666666666667,,,,63,,,,,
female,211-3,"['striped', 'polka-dotted', 'blue', 'red', 'green']",0.6923076923076923,221,task,0,132,,0.15384615384615385,5,,211,striped,circle,shape,1,0.2,4.094633333333333,0.15384615384615385,0.2,0.9,64,3,square,18800,cloud,323
female,321-3,"['polka-dotted', 'blue', 'green']",0.5806451612903226,131,task,0,331,,0.3225806451612903,3,,321,blue,circle,shape,1,0.15,4.094633333333333,0.0967741935483871,0.5,0.9,64,4,square,23340,cloud,233
female,22b1-2,"['solid', 'polka-dotted', 'blue', 'red', 'green']",0.3333333333333333,131,task,0,212,,0.06666666666666667,5,,22b1,solid,circle,shape,1,0.9,4.094633333333333,0.6,0.1,0.5,64,5,square,8670,cloud,113
female,22b2b-2,"['striped', 'polka-dotted', 'blue', 'red']",0.5483870967741935,321,task,0,222,,0.0967741935483871,4,,22b2b,red,circle,shape,1,0.55,4.094633333333333,0.3548387096774194,0.15,0.85,64,6,square,7630,cloud,332
,,,,,,,,,,,0.8,,,,,,,4.094633333333333,,,,64,,,,,
female,22b2b-2,"['cloud', 'circle', 'blue', 'red']",0.06896551724137931,231,task,1,212,,0.31034482758620685,4,,22b2b,red,striped,texture,2,0.9,4.094633333333333,0.6206896551724137,0.45,0.1,64,11,polka-dotted,5071,solid,132
female,321-2,"['circle', 'blue', 'red', 'green']",0.26666666666666666,211,task,1,222,,0.6333333333333333,4,,321,circle,striped,texture,2,0.15,4.094633333333333,0.09999999999999999,0.95,0.4,64,12,polka-dotted,10480,solid,213
female,321-3,"['cloud', 'circle', 'blue']",0.25,111,task,1,121,,0.6785714285714286,3,,321,blue,striped,texture,2,0.1,4.094633333333333,0.07142857142857144,0.95,0.35,64,13,polka-dotted,381,solid,231
female,321-3,"['square', 'blue', 'red']",0.1923076923076923,311,task,1,331,,0.7692307692307692,3,,321,square,striped,texture,2,0.05,4.094633333333333,0.038461538461538464,1,0.25,64,14,polka-dotted,3940,solid,322
,,,,,,,,,,,0.75,,,,,,,4.094633333333333,,,,64,,,,,
female,22b1-2,"['cloud', 'circle', 'blue', 'red', 'green']",0.5714285714285715,131,task,2,212,,0.35714285714285715,5,,22b1,cloud,striped,texture,2,0.1,4.094633333333333,0.07142857142857144,0.5,0.8,64,19,polka-dotted,8671,solid,113
female,311-3,"['cloud', 'circle', 'square', 'green']",0.6296296296296295,213,task,2,323,,0.2962962962962963,4,,311,green,striped,texture,2,0.1,4.094633333333333,0.07407407407407407,0.4,0.85,64,20,polka-dotted,22961,solid,133
female,331-3,"['square', 'green']",0.6785714285714286,313,task,2,323,,0.25,2,,331,green,striped,texture,2,0.1,4.094633333333333,0.07142857142857144,0.35,0.95,64,21,polka-dotted,28730,solid,333
female,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.7142857142857143,331,task,2,232,,0.25,5,,22b1,circle,striped,texture,2,0.05,4.094633333333333,0.03571428571428572,0.35,1,64,22,polka-dotted,10971,solid,213
,,,,,,,,,,,0.8,,,,,,,4.094633333333333,,,,64,,,,,
male,22a1-3,"['cloud', 'square', 'solid', 'striped']",0.043478260869565216,321,task,0,322,,0.17391304347826086,4,,22a1,striped,red,color,3,0.9,6.5078,0.7826086956521738,0.2,0.05,65,3,green,9122,blue,113
male,211-3,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.625,221,task,0,332,,0.21874999999999997,5,,211,solid,red,color,3,0.25,6.5078,0.15625,0.35,1,65,4,green,11092,blue,213
male,311-3,"['circle', 'solid', 'striped', 'polka-dotted']",0.16666666666666669,211,task,0,222,,0.25,4,,311,solid,red,color,3,0.7,6.5078,0.5833333333333334,0.3,0.2,65,5,green,23791,blue,233
male,321-2,"['circle', 'solid', 'striped', 'polka-dotted']",0.23076923076923075,211,task,0,231,,0.15384615384615385,4,,321,circle,red,color,3,0.8,6.5078,0.6153846153846154,0.2,0.3,65,6,green,3081,blue,222
,,,,,,,,,,,0.7,,,,,,,6.5078,,,,65,,,,,
male,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.64,331,task,1,232,,0.12,5,,22b1,square,striped,texture,2,0.3,6.5078,0.24,0.15,0.8,65,11,polka-dotted,10971,solid,213
male,321-3,"['square', 'blue', 'red']",0.18181818181818182,311,task,1,322,,0.6818181818181818,3,,321,red,striped,texture,2,0.15,6.5078,0.13636363636363635,0.75,0.2,65,12,polka-dotted,7730,solid,332
male,22a2b-2b,"['circle', 'square', 'red', 'green']",0.25925925925925924,212,task,1,222,,0.14814814814814814,4,,22a2b,red,striped,texture,2,0.8,6.5078,0.5925925925925926,0.2,0.35,65,13,polka-dotted,18591,solid,323
male,22b1-3,"['cloud', 'circle', 'blue', 'red']",0.48387096774193544,221,task,1,131,,0.1935483870967742,4,,22b1,cloud,striped,texture,2,0.5,6.5078,0.3225806451612903,0.3,0.75,65,14,polka-dotted,1391,solid,212
,,,,,,,,,,,0.35,,,,,,,6.5078,,,,65,,,,,
male,321-3,"['cloud', 'circle', 'blue']",0.5185185185185185,111,task,2,121,,0.25925925925925924,3,,321,circle,striped,texture,2,0.3,6.5078,0.22222222222222224,0.35,0.7,65,19,polka-dotted,381,solid,231
male,22a2b-2b,"['circle', 'square', 'blue', 'green']",0.32258064516129037,321,task,2,213,,0.4516129032258065,4,,22a2b,square,striped,texture,2,0.35,6.5078,0.22580645161290325,0.7,0.5,65,20,polka-dotted,17161,solid,223
male,321-2,"['cloud', 'circle', 'square', 'blue']",0.2962962962962963,111,task,2,221,,0.5555555555555555,4,,321,circle,striped,texture,2,0.2,6.5078,0.14814814814814814,0.75,0.4,65,21,polka-dotted,161,solid,321
male,22a1-3,"['cloud', 'square', 'blue', 'red']",0.1923076923076923,311,task,2,331,,0.4615384615384615,4,,22a1,blue,striped,texture,2,0.45,6.5078,0.34615384615384615,0.6,0.25,65,22,polka-dotted,2501,solid,122
,,,,,,,,,,,0.55,,,,,,,6.5078,,,,65,,,,,
female,22b2b-2,"['cloud', 'square', 'red', 'green']",0.5,112,task,0,332,,0,4,,22b2b,red,striped,texture,2,0.75,8.918133333333333,0.5,0,0.75,66,3,polka-dotted,21691,solid,133
female,311-3,"['square', 'blue', 'red', 'green']",0.5,331,task,0,312,,0,4,,311,blue,striped,texture,2,1,8.918133333333333,0.5,0,1,66,4,polka-dotted,18340,solid,323
female,321-3,"['square', 'blue', 'red']",0.5,311,task,0,331,,0,3,,321,blue,striped,texture,2,1,8.918133333333333,0.5,0,1,66,5,polka-dotted,3940,solid,322
female,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.5,221,task,0,232,,0,5,,22b1,square,striped,texture,2,1,8.918133333333333,0.5,0,1,66,6,polka-dotted,27241,solid,333
,,,,,,,,,,,1,,,,,,,8.918133333333333,,,,66,,,,,
female,322b-2,"['cloud', 'solid', 'striped']",0.3225806451612903,121,task,1,112,,0.48387096774193544,3,,322b,solid,red,color,3,0.3,8.918133333333333,0.1935483870967742,0.75,0.5,66,11,green,2591,blue,122
female,321-3,"['cloud', 'circle', 'striped']",0.3333333333333333,121,task,1,222,,0.13333333333333333,3,,321,cloud,red,color,3,0.8,8.918133333333333,0.5333333333333333,0.2,0.5,66,12,green,16211,blue,223
female,311-3,"['circle', 'solid', 'striped', 'polka-dotted']",0.25925925925925924,211,task,1,232,,0,4,,311,solid,red,color,3,1,8.918133333333333,0.7407407407407407,0,0.35,66,13,green,16611,blue,223
female,22b1-3,"['cloud', 'square', 'striped', 'polka-dotted']",0.42857142857142855,131,task,1,122,,0,4,,22b1,polka-dotted,red,color,3,1,8.918133333333333,0.5714285714285714,0,0.75,66,14,green,26722,blue,333
,,,,,,,,,,,0.65,,,,,,,8.918133333333333,,,,66,,,,,
female,211-3,"['solid', 'striped', 'blue', 'red', 'green']",0.9523809523809523,321,task,2,212,,0.047619047619047616,5,,211,striped,circle,shape,1,0,8.918133333333333,0,0.05,1,66,19,square,8660,cloud,113
female,22b2b-2,"['striped', 'polka-dotted', 'red', 'green']",0.5,222,task,2,123,,0.5,4,,22b2b,polka-dotted,circle,shape,1,0,8.918133333333333,0,1,1,66,20,square,25230,cloud,233
female,211-3,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",0.5,221,task,2,131,,0.5,5,,211,solid,circle,shape,1,0,8.918133333333333,0,1,1,66,21,square,11590,cloud,313
female,211-3,"['striped', 'polka-dotted', 'blue', 'red', 'green']",0.3333333333333333,221,task,2,132,,0.3333333333333333,5,,211,polka-dotted,circle,shape,1,1,8.918133333333333,0.3333333333333333,1,1,66,22,square,18800,cloud,323
,,,,,,,,,,,0.05,,,,,,,8.918133333333333,,,,66,,,,,
female,322b-2,"['circle', 'solid', 'polka-dotted']",0,231,task,0,212,,0.16666666666666669,3,,322b,polka-dotted,red,color,3,1,6.909016666666667,0.8333333333333334,0.2,0,67,3,green,6121,blue,232
female,22a1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",0,131,task,0,212,,1,4,,22a1,solid,red,color,3,0,6.909016666666667,0,1,0,67,4,green,20752,blue,133
female,321-3,"['circle', 'striped', 'polka-dotted']",0,231,task,0,232,,0,3,,321,circle,red,color,3,1,6.909016666666667,1,0,0,67,5,green,16671,blue,223
female,22b1-3,"['circle', 'square', 'striped', 'polka-dotted']",0.8,231,task,0,222,,0,4,,22b1,striped,red,color,3,0.25,6.909016666666667,0.2,0,1,67,6,green,18562,blue,323
,,,,,,,,,,,1,,,,,,,6.909016666666667,,,,67,,,,,
female,22a2b-2a,"['cloud', 'circle', 'solid', 'striped']",0.23076923076923075,111,task,1,212,,0.7692307692307692,4,,22a2b,solid,red,color,3,0,6.909016666666667,0,1,0.3,67,11,green,3312,blue,222
female,321-3,"['cloud', 'square', 'polka-dotted']",0.09090909090909091,131,task,1,332,,0.9090909090909091,3,,321,polka-dotted,red,color,3,0,6.909016666666667,0,1,0.1,67,12,green,27421,blue,333
female,22b1-2,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0,211,task,1,331,,1,5,,22b1,polka-dotted,red,color,3,0,6.909016666666667,0,1,0,67,13,green,4842,blue,132
female,322b-2,"['circle', 'striped', 'polka-dotted']",0,221,task,1,223,,0.7407407407407407,3,,322b,striped,red,color,3,0.35,6.909016666666667,0.25925925925925924,1,0,67,14,green,25351,blue,233
,,,,,,,,,,,1,,,,,,,6.909016666666667,,,,67,,,,,
female,22a1-3,"['circle', 'square', 'red', 'green']",0,312,task,2,223,,0.8,4,,22a1,circle,striped,texture,2,0.25,6.909016666666667,0.2,1,0,67,19,polka-dotted,25421,solid,233
female,22a1-3,"['circle', 'square', 'blue', 'red']",0,221,task,2,312,,0.5,4,,22a1,square,striped,texture,2,1,6.909016666666667,0.5,1,0,67,20,polka-dotted,7391,solid,332
female,22b1-3,"['cloud', 'square', 'red', 'green']",0,122,task,2,332,,0.7142857142857143,4,,22b1,red,striped,texture,2,0.4,6.909016666666667,0.28571428571428575,1,0,67,21,polka-dotted,12881,solid,313
female,322b-2,"['cloud', 'circle', 'blue']",0,111,task,2,131,,0.7142857142857143,3,,322b,blue,striped,texture,2,0.4,6.909016666666667,0.28571428571428575,1,0,67,22,polka-dotted,501,solid,231
,,,,,,,,,,,1,,,,,,,6.909016666666667,,,,67,,,,,
male,22b1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",0.3333333333333333,111,task,0,132,,0.19999999999999998,4,,22b1,cloud,red,color,3,0.7,6.6001666666666665,0.4666666666666666,0.3,0.5,68,3,green,24052,blue,233
male,22a1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",0.3448275862068965,231,task,0,232,,0.10344827586206895,4,,22a1,circle,red,color,3,0.8,6.6001666666666665,0.5517241379310345,0.15,0.5,68,4,green,9432,blue,113
male,321-2,"['square', 'solid', 'striped', 'polka-dotted']",0.5666666666666667,311,task,0,331,,0.09999999999999999,4,,321,square,red,color,3,0.5,6.6001666666666665,0.3333333333333333,0.15,0.85,68,5,green,18011,blue,323
male,331-3,"['square', 'polka-dotted']",0.9047619047619047,331,task,0,332,,0.047619047619047616,2,,331,square,red,color,3,0.05,6.6001666666666665,0.047619047619047616,0.05,0.95,68,6,green,27440,blue,333
,,,,,,,,,,,0.9,,,,,,,6.6001666666666665,,,,68,,,,,
male,22a2b-2a,"['solid', 'polka-dotted', 'blue', 'red']",0.06896551724137931,111,task,1,312,,0.3448275862068965,4,,22a2b,solid,circle,shape,1,0.85,6.6001666666666665,0.5862068965517241,0.5,0.1,68,11,square,7350,cloud,332
male,22b1-3,"['striped', 'polka-dotted', 'red', 'green']",0.03703703703703704,322,task,1,223,,0.7037037037037037,4,,22b1,green,circle,shape,1,0.35,6.6001666666666665,0.25925925925925924,0.95,0.05,68,12,square,22690,cloud,133
male,322b-2,"['striped', 'polka-dotted', 'blue']",0,121,task,1,321,,0.6785714285714286,3,,322b,striped,circle,shape,1,0.45,6.6001666666666665,0.32142857142857145,0.95,0,68,13,square,330,cloud,131
male,22a2b-2a,"['solid', 'striped', 'red', 'green']",0,112,task,1,113,,0.625,4,,22a2b,green,circle,shape,1,0.6,6.6001666666666665,0.37499999999999994,1,0,68,14,square,19330,cloud,323
,,,,,,,,,,,0.85,,,,,,,6.6001666666666665,,,,68,,,,,
male,22b1-2,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.5,121,task,2,312,,0.3125,5,,22b1,red,circle,shape,1,0.3,6.6001666666666665,0.18749999999999997,0.5,0.8,68,19,square,5130,cloud,132
male,22b1-2,"['solid', 'polka-dotted', 'blue', 'red', 'green']",0.5161290322580645,111,task,2,312,,0.3225806451612903,5,,22b1,solid,circle,shape,1,0.25,6.6001666666666665,0.16129032258064516,0.5,0.8,68,20,square,26550,cloud,333
male,321-2,"['polka-dotted', 'blue', 'red', 'green']",0.6666666666666666,331,task,2,232,,0.16666666666666666,4,,321,polka-dotted,circle,shape,1,0.25,6.6001666666666665,0.16666666666666666,0.25,1,68,21,square,24280,cloud,233
male,331-3,"['striped', 'blue']",0.6666666666666666,121,task,2,221,,0.16666666666666666,2,,331,blue,circle,shape,1,0.25,6.6001666666666665,0.16666666666666666,0.25,1,68,22,square,190,cloud,321
,,,,,,,,,,,0.3,,,,,,,6.6001666666666665,,,,68,,,,,
female,22a2b-2b,"['cloud', 'square', 'blue', 'red']",0,311,task,0,321,,0.2105263157894737,4,,22a2b,blue,striped,texture,2,0.75,8.737483333333333,0.7894736842105263,0.2,0,69,3,polka-dotted,2321,solid,122
female,311-3,"['circle', 'blue', 'red', 'green']",0.625,211,task,0,222,,0,4,,311,green,striped,texture,2,0.45,8.737483333333333,0.375,0,0.75,69,4,polka-dotted,23790,solid,233
female,22a1-3,"['cloud', 'square', 'red', 'green']",0.6799999999999999,122,task,0,132,,0.04,4,,22a1,cloud,striped,texture,2,0.35,8.737483333333333,0.27999999999999997,0.05,0.85,69,5,polka-dotted,12571,solid,313
female,22a1-3,"['cloud', 'circle', 'blue', 'green']",0.6206896551724137,111,task,0,121,,0.034482758620689655,4,,22a1,green,striped,texture,2,0.5,8.737483333333333,0.3448275862068965,0.05,0.9,69,6,polka-dotted,23031,solid,233
,,,,,,,,,,,0.7,,,,,,,8.737483333333333,,,,69,,,,,
female,22a2b-2b,"['cloud', 'square', 'red', 'green']",0.2,112,task,1,313,,0.2,4,,22a2b,red,striped,texture,2,0.75,8.737483333333333,0.6,0.25,0.25,69,11,polka-dotted,27991,solid,333
female,321-2,"['cloud', 'blue', 'red', 'green']",0.13043478260869565,131,task,1,112,,0.13043478260869565,4,,321,cloud,striped,texture,2,0.85,8.737483333333333,0.7391304347826088,0.15,0.15,69,12,polka-dotted,20660,solid,133
female,211-3,"['circle', 'square', 'blue', 'red', 'green']",0.13043478260869565,321,task,1,332,,0.13043478260869565,5,,211,circle,striped,texture,2,0.85,8.737483333333333,0.7391304347826088,0.15,0.15,69,13,polka-dotted,11101,solid,213
female,22b1-2,"['cloud', 'circle', 'blue', 'red', 'green']",0.43243243243243246,131,task,1,212,,0.10810810810810811,5,,22b1,blue,striped,texture,2,0.85,8.737483333333333,0.45945945945945943,0.2,0.8,69,14,polka-dotted,8671,solid,113
,,,,,,,,,,,0.65,,,,,,,8.737483333333333,,,,69,,,,,
female,22a1-3,"['circle', 'square', 'red', 'green']",0.3448275862068965,332,task,2,213,,0.10344827586206895,4,,22a1,circle,striped,texture,2,0.8,8.737483333333333,0.5517241379310345,0.15,0.5,69,19,polka-dotted,17281,solid,223
female,22b1-2,"['cloud', 'circle', 'square', 'blue', 'green']",0.18918918918918917,321,task,2,123,,0.37837837837837834,5,,22b1,blue,striped,texture,2,0.8,8.737483333333333,0.43243243243243246,0.7,0.35,69,20,polka-dotted,25151,solid,233
female,22a2b-2a,"['circle', 'square', 'blue', 'green']",0.12121212121212122,231,task,2,331,,0.3333333333333333,4,,22a2b,square,striped,texture,2,0.9,8.737483333333333,0.5454545454545454,0.55,0.2,69,21,polka-dotted,11751,solid,313
female,22b1-2,"['cloud', 'circle', 'square', 'blue', 'green']",0.10810810810810813,111,task,2,213,,0.40540540540540543,5,,22b1,square,striped,texture,2,0.9,8.737483333333333,0.4864864864864865,0.75,0.2,69,22,polka-dotted,19421,solid,323
,,,,,,,,,,,0.7,,,,,,,8.737483333333333,,,,69,,,,,
male,22a2b-2a,"['solid', 'polka-dotted', 'blue', 'red']",0.2222222222222222,111,task,0,331,,0.2222222222222222,4,,22a2b,blue,circle,shape,1,0.75,12.03235,0.5555555555555555,0.3,0.3,70,3,square,1120,cloud,112
male,211-3,"['solid', 'striped', 'polka-dotted', 'red', 'green']",0.2333333333333333,112,task,0,323,,0.2333333333333333,5,,211,red,circle,shape,1,0.8,12.03235,0.5333333333333333,0.35,0.35,70,4,square,25620,cloud,233
male,311-3,"['solid', 'striped', 'polka-dotted', 'green']",0.1923076923076923,313,task,0,223,,0.3076923076923077,4,,311,green,circle,shape,1,0.65,12.03235,0.5,0.4,0.25,70,5,square,22750,cloud,133
male,311-3,"['solid', 'striped', 'polka-dotted', 'green']",0.25,213,task,0,323,,0.4285714285714286,4,,311,green,circle,shape,1,0.45,12.03235,0.32142857142857145,0.6,0.35,70,6,square,22960,cloud,133
,,,,,,,,,,,0.35,,,,,,,12.03235,,,,70,,,,,
male,22a1-3,"['circle', 'square', 'striped', 'polka-dotted']",0.42857142857142855,221,task,1,332,,0.2857142857142857,4,,22a1,striped,red,color,3,0.5,12.03235,0.2857142857142857,0.5,0.75,70,11,green,16802,blue,223
male,22a2b-2a,"['cloud', 'circle', 'solid', 'polka-dotted']",0.45945945945945943,132,task,1,113,,0.27027027027027023,4,,22a2b,solid,red,color,3,0.5,12.03235,0.27027027027027023,0.5,0.85,70,12,green,11372,blue,213
male,22b1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",0.425,131,task,1,232,,0.325,4,,22b1,circle,red,color,3,0.5,12.03235,0.25,0.65,0.85,70,13,green,10952,blue,213
male,22b2b-2,"['cloud', 'circle', 'solid', 'polka-dotted']",0.4047619047619047,231,task,1,212,,0.35714285714285715,4,,22b2b,circle,red,color,3,0.5,12.03235,0.23809523809523808,0.75,0.85,70,14,green,5072,blue,132
,,,,,,,,,,,0.65,,,,,,,12.03235,,,,70,,,,,
male,321-3,"['striped', 'red', 'green']",0.2857142857142857,122,task,2,322,,0.42857142857142855,3,,321,striped,circle,shape,1,0.5,12.03235,0.2857142857142857,0.75,0.5,70,19,square,16430,cloud,223
male,22a2b-2b,"['striped', 'polka-dotted', 'blue', 'red']",0.25,221,task,2,321,,0.5,4,,22a2b,striped,circle,shape,1,0.5,12.03235,0.25,1,0.5,70,20,square,6940,cloud,332
male,22a2b-2b,"['striped', 'polka-dotted', 'blue', 'green']",0.25,131,task,2,231,,0.5,4,,22a2b,polka-dotted,circle,shape,1,0.5,12.03235,0.25,1,0.5,70,21,square,15670,cloud,223
male,321-3,"['solid', 'striped', 'green']",0.25,113,task,2,213,,0.5,3,,321,green,circle,shape,1,0.5,12.03235,0.25,1,0.5,70,22,square,19600,cloud,323
,,,,,,,,,,,0.6,,,,,,,12.03235,,,,70,,,,,
female,211-3,"['cloud', 'circle', 'square', 'blue', 'red']",0.3333333333333333,131,task,0,312,,0.09999999999999999,5,,211,red,striped,texture,2,0.85,7.0880833333333335,0.5666666666666667,0.15,0.5,71,3,polka-dotted,3471,solid,222
female,321-3,"['cloud', 'circle', 'blue']",0.48,211,task,0,121,,0.12,3,,321,circle,striped,texture,2,0.5,7.0880833333333335,0.4,0.15,0.6,71,4,polka-dotted,391,solid,231
female,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.5217391304347826,211,task,0,222,,0.04347826086956522,5,,22b1,circle,striped,texture,2,0.5,7.0880833333333335,0.4347826086956522,0.05,0.6,71,5,polka-dotted,18501,solid,323
female,22b1-3,"['cloud', 'square', 'blue', 'green']",0.4615384615384615,121,task,0,113,,0.038461538461538464,4,,22b1,cloud,striped,texture,2,0.65,7.0880833333333335,0.5,0.05,0.6,71,6,polka-dotted,27561,solid,333
,,,,,,,,,,,0.4,,,,,,,7.0880833333333335,,,,71,,,,,
female,22a1-3,"['cloud', 'circle', 'blue', 'green']",0.3448275862068966,111,task,1,121,,0.20689655172413793,4,,22a1,cloud,striped,texture,2,0.65,7.0880833333333335,0.4482758620689655,0.3,0.5,71,11,polka-dotted,23031,solid,233
female,22b1-2,"['cloud', 'circle', 'square', 'blue', 'green']",0.3333333333333333,111,task,1,213,,0.09999999999999999,5,,22b1,green,striped,texture,2,0.85,7.0880833333333335,0.5666666666666667,0.15,0.5,71,12,polka-dotted,19421,solid,323
female,22b2b-2,"['circle', 'square', 'blue', 'green']",0.26666666666666666,211,task,1,331,,0.09999999999999999,4,,22b2b,circle,striped,texture,2,0.95,7.0880833333333335,0.6333333333333333,0.15,0.4,71,13,polka-dotted,23291,solid,233
female,22a2b-2b,"['cloud', 'square', 'red', 'green']",0.3448275862068966,132,task,1,323,,0,4,,22a2b,square,striped,texture,2,0.95,7.0880833333333335,0.6551724137931034,0,0.5,71,14,polka-dotted,28681,solid,333
,,,,,,,,,,,0.9,,,,,,,7.0880833333333335,,,,71,,,,,
female,331-3,"['square', 'striped']",0.2857142857142857,321,task,2,322,,0.42857142857142855,2,,331,square,red,color,3,0.5,7.0880833333333335,0.2857142857142857,0.75,0.5,71,19,green,18670,blue,323
female,211-3,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.29411764705882354,321,task,2,222,,0.5,5,,211,striped,red,color,3,0.35,7.0880833333333335,0.20588235294117646,0.85,0.5,71,20,green,21072,blue,133
female,22a1-3,"['circle', 'square', 'solid', 'polka-dotted']",0.07692307692307693,311,task,2,232,,0.6538461538461539,4,,22a1,solid,red,color,3,0.35,7.0880833333333335,0.2692307692307692,0.85,0.1,71,21,green,12622,blue,313
female,321-3,"['circle', 'square', 'striped']",0.07142857142857144,321,task,2,322,,0.6785714285714286,3,,321,square,red,color,3,0.35,7.0880833333333335,0.25,0.95,0.1,71,22,green,16361,blue,223
,,,,,,,,,,,0.95,,,,,,,7.0880833333333335,,,,71,,,,,
female,22b1-3,"['striped', 'polka-dotted', 'blue', 'green']",0.23076923076923075,221,task,0,131,,0.7692307692307692,4,,22b1,blue,circle,shape,1,0,7.253816666666666,0,1,0.3,72,3,square,26190,cloud,333
female,22a1-3,"['solid', 'polka-dotted', 'blue', 'red']",0,131,task,0,212,,1,4,,22a1,red,circle,shape,1,0,7.253816666666666,0,1,0,72,4,square,2160,cloud,312
female,321-3,"['solid', 'striped', 'blue']",0,111,task,0,211,,1,3,,321,blue,circle,shape,1,0,7.253816666666666,0,1,0,72,5,square,100,cloud,321
