,workerid,item,slide_number,condition,language,pref1,response1,pref2,response2,pref3,response3,pref4,response4,pref5,response5,pref6,response6,pref7,response7,pref8,response8,pref9,response9,obj1,obj2,obj3,ambiguous,numFeatures,utterancecode
608,40,1985,10,323232,english,blue,1.0,solid,1.0,cloud,1.0,,,,,,,,,,,,,111,111,111,False,3,333
609,40,1115,11,321212,english,square,0.6,polka-dotted,0.8,cloud,0.85,striped,0.55,blue,1.0,,,,,,,,,321,131,131,True,5,322a
610,40,1254,12,111111,english,polka-dotted,0.45,blue,0.7,solid,0.6,square,0.5,red,0.55,striped,0.6,circle,0.6,cloud,0.45,green,0.45,312,131,223,False,9,111
611,40,1668,13,121212,english,cloud,0.25,green,0.4,striped,0.25,blue,0.75,solid,0.7,circle,0.65,,,,,,,123,211,211,False,6,22a2a
612,40,2112,14,111112,english,square,0.6,circle,0.55,green,0.35,red,0.6,solid,0.5,cloud,0.5,blue,0.35,polka-dotted,0.85,,,213,332,131,True,8,211
613,40,274,15,212222,english,green,0.8,blue,0.3,polka-dotted,0.85,striped,0.35,circle,0.5,square,0.7,,,,,,,333,231,323,True,6,22a2b
614,40,578,16,213212,english,cloud,0.9,solid,0.8,circle,0.45,polka-dotted,0.35,red,1.0,,,,,,,,,132,112,212,True,5,322b
615,40,1271,17,111111,english,solid,0.4,green,0.45,red,0.3,cloud,0.55,square,0.5,circle,0.35,blue,0.5,striped,0.3,polka-dotted,0.45,122,311,233,False,9,111
631,42,513,3,112132,English,circle,1.0,blue,1.0,green,1.0,red,1.0,striped,0.0,cloud,1.0,,,,,,,222,221,123,True,6,321
632,42,1658,4,121212,English,cloud,0.0,polka-dotted,1.0,red,0.0,circle,0.0,blue,1.0,striped,0.0,,,,,,,131,222,222,False,6,22a2a
633,42,1030,5,212212,English,square,1.0,striped,0.0,red,1.0,green,0.0,solid,1.0,cloud,0.0,,,,,,,323,113,122,True,6,22b2b
634,42,1986,6,323232,English,polka-dotted,1.0,cloud,1.0,red,1.0,,,,,,,,,,,,,132,132,132,False,3,333
635,42,1988,7,323232,English,square,1.0,striped,1.0,blue,1.0,,,,,,,,,,,,,321,321,321,False,3,333
636,42,1657,8,121212,English,green,0.0,polka-dotted,0.0,solid,1.0,circle,0.0,red,1.0,cloud,1.0,,,,,,,112,233,233,False,6,22a2a
637,42,1567,9,322121,English,green,0.0,striped,1.0,cloud,0.0,polka-dotted,0.0,square,1.0,,,,,,,,,133,133,323,True,5,322a
638,42,807,10,112111,English,solid,1.0,circle,1.0,blue,1.0,red,1.0,striped,0.0,green,1.0,square,1.0,cloud,1.0,,,223,322,111,True,8,211
639,42,887,11,112122,English,cloud,1.0,red,1.0,polka-dotted,1.0,green,1.0,circle,0.0,blue,1.0,striped,0.0,,,,,223,231,122,True,7,22b1
640,42,1264,12,111111,English,green,1.0,solid,1.0,circle,1.0,square,1.0,striped,1.0,polka-dotted,1.0,blue,1.0,red,1.0,cloud,1.0,133,312,221,False,9,111
641,42,970,13,121112,English,red,0.0,polka-dotted,0.0,cloud,1.0,square,1.0,striped,1.0,green,1.0,circle,1.0,,,,,123,332,232,True,7,22a1
642,42,2297,14,213232,English,green,0.0,square,0.0,polka-dotted,1.0,solid,0.0,,,,,,,,,,,313,313,333,True,4,332
643,42,2349,15,123232,English,solid,0.0,green,0.0,circle,0.0,square,1.0,,,,,,,,,,,313,213,213,True,4,332
644,42,2145,16,111112,English,circle,1.0,red,1.0,cloud,0.0,blue,1.0,striped,1.0,solid,1.0,green,1.0,polka-dotted,1.0,,,213,132,121,True,8,211
645,42,443,17,321112,English,striped,0.0,blue,1.0,circle,1.0,cloud,1.0,square,1.0,red,0.0,,,,,,,221,322,122,True,6,321
646,43,1253,3,111111,English,striped,0.0,cloud,0.05,blue,0.1,solid,0.05,green,0.05,red,0.1,circle,0.05,square,0.0,polka-dotted,0.9,322,211,133,False,9,111
647,43,1289,4,111111,English,square,1.0,solid,0.0,polka-dotted,0.0,green,0.05,blue,0.05,cloud,0.1,red,0.05,circle,0.05,striped,0.05,133,211,322,False,9,111
648,43,952,5,121112,English,solid,0.05,blue,0.05,striped,0.05,red,0.05,green,0.95,square,0.05,cloud,0.05,,,,,313,122,121,True,7,22a1
649,43,245,6,212132,English,cloud,0.0,square,0.0,blue,0.05,striped,1.0,polka-dotted,0.05,,,,,,,,,131,131,321,True,5,322a
650,43,1698,7,121212,English,circle,0.0,green,0.05,solid,0.05,cloud,1.0,red,0.0,polka-dotted,0.05,,,,,,,133,212,212,False,6,22a2a
651,43,2033,8,322122,English,solid,0.1,green,0.95,square,0.0,polka-dotted,0.0,red,0.1,,,,,,,,,332,333,312,True,5,322b
652,43,1687,9,121212,English,polka-dotted,0.0,cloud,0.95,solid,0.05,green,0.0,circle,0.0,blue,0.0,,,,,,,131,213,213,False,6,22a2a
653,43,482,10,211111,English,cloud,0.0,solid,0.05,green,0.85,circle,0.0,blue,0.05,square,0.0,striped,0.05,polka-dotted,0.05,,,121,331,213,True,8,211
654,43,1914,11,111212,English,polka-dotted,0.05,square,0.0,circle,0.95,blue,0.0,green,0.0,striped,0.05,red,0.05,,,,,223,331,332,True,7,22a1
655,43,1424,12,322111,English,polka-dotted,0.0,striped,0.05,cloud,0.0,square,0.9,green,0.05,solid,0.05,,,,,,,123,133,313,True,6,321
656,43,513,13,112132,English,striped,0.05,red,1.0,blue,0.05,cloud,0.1,circle,0.1,green,0.05,,,,,,,222,221,123,True,6,321
657,43,804,14,112111,English,striped,1.0,red,0.05,cloud,0.05,circle,0.05,solid,0.05,square,0.05,polka-dotted,0.05,blue,0.05,,,122,332,211,True,8,211
658,43,365,15,122132,English,polka-dotted,0.0,square,0.0,green,0.05,circle,1.0,solid,0.1,,,,,,,,,313,333,233,True,5,322b
659,43,1259,16,111111,English,solid,0.1,square,0.0,striped,0.1,blue,0.05,circle,0.0,polka-dotted,0.0,red,0.0,cloud,1.0,green,0.05,221,112,333,False,9,111
660,43,1891,17,123212,English,square,0.85,circle,0.05,green,0.05,solid,0.05,blue,0.05,,,,,,,,,313,211,211,True,5,322a
661,44,498,3,211111,english,striped,1.0,blue,0.3,green,0.9,polka-dotted,0.1,circle,0.0,red,0.0,cloud,0.55,square,0.95,,,221,323,132,True,8,211
662,44,1066,4,113212,english,solid,0.15,green,0.45,blue,0.0,red,1.0,striped,0.0,cloud,0.0,,,,,,,113,122,121,True,6,321
663,44,1980,5,323232,english,cloud,0.45,solid,0.5,blue,0.5,,,,,,,,,,,,,111,111,111,False,3,333
664,44,2355,6,113232,english,polka-dotted,0.5,red,1.0,blue,0.35,circle,0.5,green,0.0,,,,,,,,,233,232,231,True,5,331
665,44,1992,7,323232,english,circle,0.5,polka-dotted,0.5,blue,0.5,,,,,,,,,,,,,231,231,231,False,3,333
666,44,1657,8,121212,english,cloud,0.5,circle,0.5,solid,0.5,polka-dotted,0.2,red,0.5,green,0.3,,,,,,,112,233,233,False,6,22a2a
667,44,1976,9,323232,english,square,0.5,blue,0.5,polka-dotted,0.55,,,,,,,,,,,,,331,331,331,False,3,333
668,44,1547,10,322112,english,striped,0.25,green,0.5,cloud,0.5,circle,0.4,polka-dotted,0.5,,,,,,,,,233,223,123,True,5,322b
669,44,1753,11,322132,english,cloud,0.5,red,0.7,solid,0.5,green,0.0,,,,,,,,,,,112,112,113,True,4,332
670,44,668,12,212211,english,solid,0.5,polka-dotted,0.5,green,1.0,striped,0.7,blue,0.5,square,0.0,cloud,0.5,,,,,311,131,323,True,7,22b1
671,44,346,13,213211,english,polka-dotted,0.5,square,1.0,circle,0.95,green,1.0,red,0.0,cloud,0.05,,,,,,,233,333,132,True,6,321
672,44,2311,14,123232,english,cloud,0.5,polka-dotted,0.1,green,0.05,circle,1.0,,,,,,,,,,,133,233,233,True,4,332
673,44,2035,15,322122,english,solid,0.5,blue,1.0,square,0.3,circle,0.5,striped,0.0,,,,,,,,,311,321,211,True,5,322b
674,44,935,16,212121,english,solid,0.5,green,0.0,polka-dotted,0.5,cloud,0.5,red,0.95,circle,0.95,,,,,,,133,133,212,False,6,22a2a
675,44,348,17,213211,english,striped,0.15,solid,0.5,green,0.5,cloud,0.8,blue,0.0,red,1.0,,,,,,,112,113,121,True,6,321
676,45,2222,3,323211,English,striped,0.8,polka-dotted,0.8,square,0.0,green,0.0,solid,0.95,,,,,,,,,323,333,313,True,5,331
677,45,910,4,212121,English,circle,1.0,red,0.75,solid,0.75,polka-dotted,0.95,square,0.75,blue,1.0,,,,,,,312,312,231,False,6,22a2a
678,45,1953,5,323232,English,square,0.0,striped,0.0,green,0.0,,,,,,,,,,,,,323,323,323,False,3,333
679,45,1680,6,121212,English,cloud,0.75,polka-dotted,1.0,square,1.0,red,0.95,green,0.7,striped,0.7,,,,,,,332,123,123,False,6,22a2a
680,45,438,7,321112,English,blue,0.75,solid,1.0,polka-dotted,0.95,striped,0.95,green,1.0,cloud,0.0,,,,,,,123,111,131,True,6,321
681,45,1663,8,121212,English,blue,1.0,circle,1.0,polka-dotted,1.0,red,0.7,striped,0.7,cloud,0.7,,,,,,,231,122,122,False,6,22a2a
682,45,1057,9,113212,English,circle,1.0,square,1.0,blue,0.0,striped,1.0,solid,0.75,cloud,1.0,,,,,,,221,311,111,True,6,321
683,45,519,10,112132,English,circle,0.7,polka-dotted,0.95,striped,1.0,solid,1.0,green,0.0,cloud,1.0,,,,,,,213,223,133,True,6,321
684,45,696,11,212211,English,square,1.0,blue,1.0,solid,1.0,circle,1.0,cloud,1.0,polka-dotted,0.75,red,0.75,,,,,332,231,112,True,7,22b1
685,45,1963,12,323232,English,solid,0.0,square,0.0,red,0.0,,,,,,,,,,,,,312,312,312,False,3,333
686,45,1007,13,212212,English,square,0.7,polka-dotted,1.0,red,0.7,striped,0.7,green,1.0,cloud,1.0,,,,,,,332,323,122,True,6,22b2b
687,45,1643,14,211112,English,green,0.7,striped,0.7,circle,1.0,red,1.0,polka-dotted,1.0,square,1.0,cloud,1.0,,,,,222,323,133,True,7,22b1
688,45,238,15,212132,English,polka-dotted,0.7,striped,1.0,green,1.0,square,0.0,blue,0.7,,,,,,,,,331,331,323,True,5,322a
689,45,1858,16,123212,English,square,1.0,blue,0.7,green,0.95,cloud,0.65,striped,0.0,,,,,,,,,323,121,121,True,5,322a
690,45,1161,17,212232,English,blue,1.0,cloud,1.0,square,0.7,red,0.7,solid,0.0,,,,,,,,,312,311,112,True,5,322b
691,46,329,3,213211,English,circle,0.0,cloud,0.0,red,1.0,striped,0.0,polka-dotted,0.0,solid,0.0,,,,,,,212,232,122,True,6,321
692,46,209,4,212132,English,green,0.0,red,0.0,cloud,1.0,solid,0.0,striped,0.0,,,,,,,,,122,122,113,True,5,322a
693,46,1960,5,323232,English,striped,1.0,circle,1.0,green,1.0,,,,,,,,,,,,,223,223,223,False,3,333
694,46,1310,6,122122,English,striped,1.0,cloud,1.0,square,0.0,solid,0.0,blue,0.0,red,0.0,,,,,,,111,122,321,True,6,22b2b
695,46,2098,7,321111,English,green,0.0,square,0.0,red,0.0,circle,0.0,blue,0.0,solid,1.0,cloud,0.0,,,,,211,312,113,True,7,311
696,46,55,8,122111,English,circle,0.7,cloud,0.0,polka-dotted,0.0,solid,0.7,green,0.0,blue,0.0,red,0.0,,,,,112,211,233,True,7,22b1
697,46,915,9,212121,English,blue,0.0,solid,0.75,green,0.75,square,0.0,striped,0.0,cloud,0.8,,,,,,,113,113,321,False,6,22a2a
698,46,1946,10,111212,English,circle,0.0,blue,0.15,square,0.0,solid,0.0,cloud,0.15,striped,0.8,red,0.8,,,,,111,322,222,True,7,22a1
699,46,76,11,122111,English,blue,0.0,red,0.0,polka-dotted,0.8,circle,0.0,green,0.0,cloud,0.85,striped,0.1,,,,,121,132,233,True,7,22b1
700,46,2336,12,123232,English,cloud,1.0,blue,0.0,red,0.0,solid,1.0,,,,,,,,,,,111,112,112,True,4,332
701,46,1957,13,323232,English,polka-dotted,1.0,red,1.0,square,1.0,,,,,,,,,,,,,332,332,332,False,3,333
702,46,1167,14,212232,English,cloud,0.0,blue,1.0,polka-dotted,0.0,striped,0.0,square,0.0,,,,,,,,,321,331,121,True,5,322b
703,46,2296,15,213232,English,striped,0.0,polka-dotted,0.0,circle,1.0,blue,1.0,,,,,,,,,,,221,221,231,True,4,332
704,46,931,16,212121,English,square,0.0,striped,0.75,solid,0.0,circle,0.75,red,0.0,blue,0.75,,,,,,,221,221,312,False,6,22a2a
705,46,934,17,212121,English,red,0.7,circle,0.7,striped,0.7,green,0.0,square,0.0,solid,0.0,,,,,,,222,222,313,False,6,22a2a
706,47,327,3,213211,English,polka-dotted,1.0,cloud,0.95,circle,0.05,striped,0.95,solid,0.15,blue,0.05,,,,,,,231,221,111,True,6,321
707,47,1217,4,112112,English,blue,1.0,square,0.05,polka-dotted,0.05,striped,1.0,red,1.0,circle,1.0,green,0.95,,,,,322,331,233,True,7,22b1
708,47,1760,5,322132,English,polka-dotted,0.0,cloud,0.05,solid,0.15,red,0.0,,,,,,,,,,,132,132,112,True,4,332
709,47,845,6,112111,English,polka-dotted,0.95,striped,0.0,cloud,0.95,square,0.95,red,0.95,circle,0.95,blue,0.95,green,0.95,,,322,223,131,True,8,211
710,47,2165,7,121111,English,circle,0.95,green,0.0,cloud,0.95,solid,0.15,blue,0.95,striped,0.95,square,0.95,polka-dotted,0.95,,,321,233,113,True,8,211
711,47,1734,8,212112,English,green,0.95,red,0.95,circle,0.95,solid,0.15,cloud,0.05,striped,0.0,,,,,,,222,122,113,True,6,22a2b
712,47,1296,9,111111,English,solid,0.15,blue,0.95,cloud,0.95,red,0.9,square,0.95,green,0.95,striped,0.95,circle,0.95,polka-dotted,0.95,231,313,122,False,9,111
713,47,1670,10,121212,English,solid,0.2,polka-dotted,0.0,square,0.95,cloud,0.0,blue,0.05,green,0.95,,,,,,,313,131,131,False,6,22a2a
714,47,2136,11,111112,English,cloud,0.9,green,0.0,square,0.9,solid,0.2,circle,0.95,striped,0.95,red,0.95,polka-dotted,0.95,,,122,233,313,True,8,211
715,47,1683,12,121212,English,square,0.05,solid,0.15,blue,1.0,striped,0.0,green,0.0,circle,0.95,,,,,,,211,323,323,False,6,22a2a
716,47,1878,13,123212,English,polka-dotted,0.0,green,0.0,circle,0.0,striped,0.95,blue,0.95,,,,,,,,,221,233,233,True,5,322a
717,47,927,14,212121,English,polka-dotted,0.0,circle,1.0,cloud,0.05,green,0.95,blue,0.05,solid,0.15,,,,,,,131,131,213,False,6,22a2a
718,47,297,15,212222,English,polka-dotted,0.95,solid,0.0,cloud,0.95,green,0.05,square,0.05,red,0.95,,,,,,,313,332,113,True,6,22a2b
719,47,170,16,323212,English,solid,0.95,red,0.0,striped,0.0,circle,0.0,,,,,,,,,,,212,222,222,True,4,332
720,47,1991,17,323232,English,red,0.0,circle,0.05,polka-dotted,0.05,,,,,,,,,,,,,232,232,232,False,3,333
736,49,1964,3,323232,English,red,0.1,cloud,1.0,striped,0.6,,,,,,,,,,,,,122,122,122,False,3,333
737,49,853,4,112122,English,polka-dotted,0.65,red,0.0,striped,0.0,circle,0.7,cloud,0.8,blue,0.9,square,0.0,,,,,322,121,232,True,7,22b1
738,49,111,5,212111,English,circle,0.9,red,0.0,polka-dotted,1.0,green,0.95,solid,1.0,cloud,1.0,square,1.0,,,,,312,112,233,True,7,22a1
739,49,1285,6,111111,English,square,1.0,red,1.0,cloud,1.0,striped,1.0,solid,1.0,green,1.0,circle,1.0,blue,0.9,polka-dotted,1.0,221,313,132,False,9,111
740,49,1284,7,111111,English,cloud,1.0,solid,0.95,striped,0.8,polka-dotted,0.85,circle,0.8,green,0.85,square,0.7,red,1.0,blue,0.9,223,111,332,False,9,111
741,49,511,8,112132,English,circle,0.0,blue,0.95,striped,1.0,solid,1.0,green,0.0,polka-dotted,1.0,,,,,,,233,213,221,True,6,321
742,49,918,9,212121,English,green,0.0,striped,0.0,blue,1.0,square,0.0,cloud,1.0,polka-dotted,1.0,,,,,,,323,323,131,False,6,22a2a
743,49,1997,10,323232,English,solid,0.0,cloud,0.0,red,0.0,,,,,,,,,,,,,112,112,112,False,3,333
744,49,459,11,211111,English,square,0.75,blue,1.0,circle,0.8,solid,0.9,green,1.0,red,0.8,cloud,1.0,polka-dotted,0.0,,,233,332,111,True,8,211
745,49,817,12,112111,English,polka-dotted,0.0,circle,0.95,green,1.0,blue,1.0,solid,1.0,red,0.95,square,0.9,cloud,1.0,,,231,132,313,True,8,211
746,49,1105,13,321212,English,polka-dotted,0.0,cloud,0.0,green,1.0,striped,1.0,blue,0.0,,,,,,,,,123,131,131,True,5,322a
747,49,1320,14,122122,English,polka-dotted,0.0,solid,0.95,green,0.0,cloud,1.0,circle,0.0,blue,0.9,,,,,,,231,213,133,True,6,22b2b
748,49,2091,15,321111,English,polka-dotted,1.0,solid,0.75,square,0.0,striped,0.8,green,0.8,blue,0.9,red,0.9,,,,,311,323,332,True,7,311
749,49,631,16,112121,English,cloud,0.9,square,0.85,striped,0.0,blue,0.0,green,0.95,circle,0.9,solid,1.0,,,,,121,221,313,True,7,22a1
750,49,1197,17,212232,English,red,0.0,square,0.0,circle,1.0,green,1.0,solid,0.0,,,,,,,,,312,313,212,True,5,322b
751,50,1972,3,323232,english,polka-dotted,0.6,blue,1.0,cloud,0.5,,,,,,,,,,,,,131,131,131,False,3,333
752,50,1927,4,111212,english,green,1.0,polka-dotted,1.0,red,1.0,blue,1.0,cloud,0.45,striped,0.45,circle,0.4,,,,,131,222,223,True,7,22a1
753,50,1251,5,111111,english,circle,1.0,blue,1.0,green,1.0,striped,1.0,cloud,0.2,solid,0.2,polka-dotted,0.75,red,1.0,square,1.0,113,231,322,False,9,111
754,50,1173,6,212232,english,green,0.0,circle,0.0,blue,1.0,square,1.0,striped,0.0,,,,,,,,,223,323,221,True,5,322b
755,50,1657,7,121212,english,polka-dotted,0.2,circle,0.95,solid,1.0,red,1.0,green,0.2,cloud,0.2,,,,,,,112,233,233,False,6,22a2a
756,50,1676,8,121212,english,red,1.0,circle,0.8,solid,0.25,square,0.25,striped,0.25,blue,0.9,,,,,,,222,311,311,False,6,22a2a
757,50,1263,9,111111,english,striped,1.0,cloud,0.25,square,1.0,solid,0.95,circle,1.0,red,1.0,green,1.0,blue,1.0,polka-dotted,1.0,233,321,112,False,9,111
758,50,400,10,122132,english,striped,0.2,square,0.0,green,1.0,polka-dotted,1.0,red,1.0,,,,,,,,,332,322,323,True,5,322b
759,50,2269,11,213232,english,striped,0.75,polka-dotted,1.0,red,0.3,cloud,0.3,,,,,,,,,,,122,122,132,True,4,332
760,50,1424,12,322111,english,striped,1.0,square,0.95,green,0.05,polka-dotted,1.0,cloud,0.0,solid,1.0,,,,,,,123,133,313,True,6,321
761,50,2119,13,111112,english,striped,1.0,cloud,0.0,circle,1.0,red,1.0,polka-dotted,1.0,solid,0.95,blue,1.0,green,1.0,,,222,113,131,True,8,211
762,50,2012,14,322122,english,striped,1.0,green,0.0,cloud,0.0,square,1.0,solid,0.65,,,,,,,,,113,123,313,True,5,322b
763,50,535,15,112132,english,blue,1.0,red,1.0,polka-dotted,1.0,square,0.0,striped,0.0,green,0.0,,,,,,,322,321,333,True,6,321
764,50,1487,16,123211,english,blue,1.0,cloud,0.0,polka-dotted,0.0,circle,1.0,square,1.0,green,0.0,,,,,,,131,333,233,True,6,321
765,50,518,17,112132,english,polka-dotted,1.0,solid,1.0,cloud,0.1,striped,1.0,circle,0.25,blue,0.2,,,,,,,131,121,211,True,6,321
766,51,938,3,212121,English,polka-dotted,0.05,blue,0.05,cloud,0.0,circle,0.25,solid,0.95,red,0.05,,,,,,,232,232,111,False,6,22a2a
767,51,2167,4,121111,English,polka-dotted,0.0,solid,0.95,blue,0.75,red,0.05,circle,0.2,cloud,0.0,striped,0.05,square,0.05,,,332,121,211,True,8,211
768,51,1130,5,321212,English,solid,0.95,blue,0.05,red,0.05,cloud,0.05,square,0.0,,,,,,,,,111,312,312,True,5,322a
769,51,1522,6,322112,English,cloud,0.0,solid,0.95,striped,0.05,circle,0.1,red,0.95,,,,,,,,,222,212,112,True,5,322b
770,51,1057,7,113212,English,square,0.05,solid,0.95,striped,0.05,blue,0.95,circle,0.1,cloud,0.05,,,,,,,221,311,111,True,6,321
771,51,1669,8,121212,English,red,0.1,square,0.15,cloud,0.05,green,0.05,solid,0.95,striped,0.05,,,,,,,123,312,312,False,6,22a2a
772,51,1288,9,111111,English,green,0.05,polka-dotted,0.05,red,0.05,cloud,0.05,square,0.05,solid,0.95,blue,0.05,circle,0.05,striped,0.05,311,233,122,False,9,111
773,51,2147,10,111112,English,square,0.05,circle,0.7,polka-dotted,0.05,green,0.05,cloud,0.05,solid,0.95,red,0.35,striped,0.05,,,213,122,332,True,8,211
774,51,2208,11,323211,English,red,0.05,circle,0.95,solid,1.0,green,0.05,blue,0.05,,,,,,,,,211,212,213,True,5,331
775,51,1333,12,122122,English,cloud,0.05,red,0.4,polka-dotted,0.05,square,0.05,solid,0.95,blue,0.05,,,,,,,311,332,112,True,6,22b2b
776,51,1981,13,323232,English,circle,0.95,solid,0.95,blue,0.95,,,,,,,,,,,,,211,211,211,False,3,333
777,51,1640,14,211112,English,solid,0.95,cloud,0.05,circle,0.05,striped,0.4,square,0.0,red,0.05,blue,0.4,,,,,122,221,311,True,7,22b1
778,51,1984,15,323232,English,solid,0.95,green,0.95,circle,0.95,,,,,,,,,,,,,213,213,213,False,3,333
779,51,271,16,212222,English,square,0.4,red,0.05,circle,0.05,solid,0.95,green,0.35,polka-dotted,0.05,,,,,,,313,212,333,True,6,22a2b
780,51,510,17,112132,English,striped,0.05,circle,0.1,cloud,0.05,red,0.95,solid,0.95,square,0.05,,,,,,,212,312,122,True,6,321
781,52,485,3,211111,English,green,0.3,polka-dotted,0.7,blue,0.75,circle,0.3,solid,0.75,red,0.85,cloud,0.8,square,0.65,,,233,332,111,True,8,211
782,52,907,4,212121,English,solid,0.3,polka-dotted,0.85,circle,0.95,blue,0.35,green,0.3,cloud,0.7,,,,,,,113,113,231,False,6,22a2a
783,52,1902,5,111212,English,green,0.7,circle,0.35,solid,0.3,red,0.75,square,0.95,polka-dotted,0.3,blue,0.25,,,,,233,312,311,True,7,22a1
784,52,138,6,212111,English,circle,0.65,cloud,0.85,striped,0.35,solid,0.65,red,0.85,green,0.75,square,0.3,,,,,123,323,212,True,7,22a1
785,52,2085,7,321111,English,polka-dotted,0.6,circle,0.7,cloud,0.9,green,0.6,solid,0.35,striped,0.1,square,0.25,,,,,323,133,213,True,7,311
786,52,1984,8,323232,English,circle,0.65,green,0.6,solid,0.8,,,,,,,,,,,,,213,213,213,False,3,333
787,52,1813,9,122121,English,red,0.35,green,0.7,polka-dotted,0.75,square,0.9,striped,0.4,circle,0.35,,,,,,,223,323,332,True,6,22a2b
788,52,230,10,212132,English,square,0.8,green,0.75,solid,0.75,cloud,0.35,blue,0.75,,,,,,,,,111,111,313,True,5,322a
789,52,929,11,212121,English,green,0.65,polka-dotted,0.4,red,0.7,square,0.9,solid,0.35,circle,0.3,,,,,,,212,212,333,False,6,22a2a
790,52,883,12,112122,English,green,0.65,polka-dotted,0.75,square,0.35,blue,0.2,circle,0.3,cloud,0.7,striped,0.9,,,,,233,131,323,True,7,22b1
791,52,935,13,212121,English,circle,0.4,polka-dotted,0.65,green,0.85,solid,0.3,cloud,0.3,red,0.8,,,,,,,133,133,212,False,6,22a2a
792,52,445,14,321112,English,green,0.65,red,0.85,solid,0.35,blue,0.3,circle,0.65,square,0.95,,,,,,,211,313,312,True,6,321
793,52,1665,15,121212,English,blue,0.65,polka-dotted,0.4,cloud,0.2,green,0.65,circle,0.7,solid,0.95,,,,,,,213,131,131,False,6,22a2a
794,52,154,16,323212,English,green,0.65,striped,0.65,solid,0.85,square,0.3,,,,,,,,,,,313,323,323,True,4,332
795,52,1400,17,113211,English,green,0.35,striped,0.7,polka-dotted,0.8,cloud,0.95,solid,0.7,square,0.45,circle,0.35,,,,,213,123,333,True,7,311
796,53,1839,3,122121,English ,blue,0.1,square,0.1,solid,0.1,circle,0.8,red,0.8,striped,0.9,,,,,,,322,222,211,True,6,22a2b
797,53,1176,4,212232,English ,solid,0.7,red,0.0,polka-dotted,0.0,blue,0.7,square,0.9,,,,,,,,,311,312,331,True,5,322b
798,53,807,5,112111,English ,blue,0.05,striped,0.8,red,0.05,square,0.0,cloud,0.0,green,0.0,circle,0.0,solid,0.0,,,223,322,111,True,8,211
799,53,835,6,112111,English ,cloud,0.0,circle,0.8,polka-dotted,0.05,red,0.0,green,0.0,blue,0.0,striped,0.0,solid,0.0,,,211,232,123,True,8,211
800,53,445,7,321112,English ,green,0.0,square,0.6,red,0.0,blue,0.0,circle,0.0,solid,1.0,,,,,,,211,313,312,True,6,321
801,53,2235,8,323211,English ,polka-dotted,1.0,circle,0.0,cloud,0.0,green,0.65,square,0.0,,,,,,,,,333,233,133,True,5,331
802,53,708,9,212122,English ,green,0.75,red,0.0,circle,0.7,polka-dotted,0.0,square,0.0,striped,0.75,,,,,,,223,323,232,True,6,22a2b
803,53,1296,10,111111,English ,square,0.0,green,0.05,solid,0.0,circle,0.05,cloud,0.0,red,0.0,polka-dotted,0.0,blue,0.0,striped,0.0,231,313,122,False,9,111
804,53,940,11,212121,English ,polka-dotted,0.1,green,0.05,cloud,0.1,circle,0.1,red,0.1,solid,0.15,,,,,,,132,132,213,False,6,22a2a
805,53,1780,12,322132,English ,circle,0.95,blue,0.0,striped,0.9,red,0.0,,,,,,,,,,,221,221,222,True,4,332
806,53,1655,13,121212,English ,blue,0.1,cloud,0.1,polka-dotted,0.05,red,0.0,circle,0.0,striped,0.0,,,,,,,222,131,131,False,6,22a2a
807,53,261,14,212222,English ,polka-dotted,0.7,solid,0.0,green,0.7,blue,0.05,cloud,0.15,square,0.15,,,,,,,133,111,333,True,6,22a2b
808,53,1686,15,121212,English ,polka-dotted,0.05,red,0.05,square,0.05,blue,0.0,circle,0.05,solid,0.0,,,,,,,231,312,312,False,6,22a2a
809,53,936,16,212121,English ,red,0.0,polka-dotted,0.0,blue,0.0,square,0.0,circle,0.0,striped,0.0,,,,,,,332,332,221,False,6,22a2a
810,53,1806,17,122121,English ,striped,0.0,cloud,0.7,circle,0.0,solid,0.75,green,0.0,blue,0.75,,,,,,,211,111,123,True,6,22a2b
811,54,1140,3,321212,english,solid,0.75,striped,0.1,green,0.15,cloud,0.05,square,0.8,,,,,,,,,313,123,123,True,5,322a
812,54,1542,4,322112,english,circle,0.9,polka-dotted,0.1,green,0.1,blue,0.1,square,0.1,,,,,,,,,331,333,233,True,5,322b
813,54,2075,5,321111,english,polka-dotted,0.85,blue,0.8,square,0.05,solid,0.85,striped,0.85,red,0.85,green,0.85,,,,,321,332,313,True,7,311
814,54,14,6,122112,english,square,0.15,blue,0.9,striped,0.15,circle,0.9,polka-dotted,0.9,green,0.1,,,,,,,331,323,223,True,6,22a2b
815,54,445,7,321112,english,red,0.9,solid,0.15,circle,0.9,green,0.85,square,0.05,blue,0.9,,,,,,,211,313,312,True,6,321
816,54,201,8,212132,english,striped,0.05,blue,0.1,solid,0.9,green,1.0,circle,0.0,,,,,,,,,221,221,213,True,5,322a
817,54,1214,9,112112,english,striped,0.1,solid,0.8,square,0.1,red,0.85,circle,0.9,blue,0.9,green,0.95,,,,,313,322,221,True,7,22b1
818,54,915,10,212121,english,striped,0.9,blue,0.95,green,0.05,square,0.95,solid,0.1,cloud,0.1,,,,,,,113,113,321,False,6,22a2a
819,54,1687,11,121212,english,polka-dotted,0.9,blue,0.95,solid,0.15,green,0.15,cloud,0.95,circle,0.1,,,,,,,131,213,213,False,6,22a2a
