targetUttCode,pref3,pref1,response0,name,item,blockNr,Answer.time_in_minutes,slide_number,workerid,targetFeature,featuresPresent,numFeatures,normResponse1,normResponse2,trial_type,normResponse0,sex,targetFeatureNum,response2,pref2,utterance,certainty,obj3,obj1,response1,obj2,uttCode 
321-3,green,blue,0.55,,14001,1,7.381233333333333,13,77,color,"['cloud', 'circle', 'striped']",3,0.38235294117647056,0.2941176470588235,task,0.3235294117647059,male,3,0.5,red,striped,,123,221,0.65,122,321
22b1-3,green,blue,0.6,,14542,1,7.381233333333333,14,77,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0.37142857142857144,0.2857142857142857,task,0.34285714285714286,male,3,0.5,red,striped,,123,221,0.65,232,22b1
,,,,,,,7.381233333333333,,77,,,,,,,,,,,,,0.75,,,,,
22a2b-2b,square,cloud,0.5,,29010,2,7.381233333333333,19,77,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.3225806451612903,0.3548387096774194,task,0.3225806451612903,male,1,0.55,circle,polka-dotted,,333,211,0.5,233,22a2b
322b-2,square,cloud,0.5,,28930,2,7.381233333333333,20,77,shape,"['polka-dotted', 'red', 'green']",3,0.3125,0.37499999999999994,task,0.3125,male,1,0.6,circle,polka-dotted,,333,332,0.5,133,322b
311-3,square,cloud,0.5,,21520,2,7.381233333333333,21,77,shape,"['polka-dotted', 'blue', 'red', 'green']",4,0.30303030303030304,0.393939393939394,task,0.30303030303030304,male,1,0.65,circle,polka-dotted,,133,331,0.5,232,311
22b1-2,square,cloud,0.55,,14420,2,7.381233333333333,22,77,shape,"['striped', 'polka-dotted', 'blue', 'red', 'green']",5,0.2941176470588235,0.38235294117647056,task,0.3235294117647059,male,1,0.65,circle,polka-dotted,,123,231,0.5,132,22b1
,,,,,,,7.381233333333333,,77,,,,,,,,,,,,,0.85,,,,,
22a1-3,polka-dotted,solid,0.1,,17281,0,4.446366666666667,3,78,texture,"['circle', 'square', 'red', 'green']",4,0.3333333333333333,0.5925925925925926,task,0.07407407407407407,male,2,0.8,striped,square,,223,332,0.45,213,22a1
22a1-3,polka-dotted,solid,0.1,,22451,0,4.446366666666667,4,78,texture,"['cloud', 'square', 'red', 'green']",4,0.2142857142857143,0.7142857142857143,task,0.07142857142857144,male,2,1,striped,cloud,,133,312,0.3,123,22a1
22b1-3,polka-dotted,solid,0.05,,19301,0,4.446366666666667,5,78,texture,"['cloud', 'square', 'blue', 'green']",4,0.06250000000000001,0.875,task,0.06250000000000001,male,2,0.7,striped,cloud,,323,131,0.05,113,22b1
321-2,polka-dotted,solid,0.85,,12000,0,4.446366666666667,6,78,texture,"['square', 'blue', 'red', 'green']",4,0,0.41379310344827586,task,0.5862068965517241,male,2,0.6,striped,square,,313,321,0,312,321
,,,,,,,4.446366666666667,,78,,,,,,,,,,,,,0.3,,,,,
22a2b-2b,square,cloud,0.5,,13150,1,4.446366666666667,11,78,shape,"['solid', 'striped', 'blue', 'green']",4,0.5862068965517241,0.06896551724137931,task,0.3448275862068965,male,1,0.1,circle,solid,,313,221,0.85,213,22a2b
311-3,square,cloud,0.25,,24130,1,4.446366666666667,12,78,shape,"['polka-dotted', 'blue', 'red', 'green']",4,0.76,0.04,task,0.2,male,1,0.05,circle,polka-dotted,,233,331,0.95,132,311
321-3,square,cloud,0,,14340,1,4.446366666666667,13,78,shape,"['striped', 'red', 'green']",3,1,0,task,0,male,1,0,circle,striped,,123,222,1,322,321
22a2b-2b,square,cloud,0,,13160,1,4.446366666666667,14,78,shape,"['solid', 'striped', 'blue', 'green']",4,1,0,task,0,male,1,0,circle,solid,,313,321,1,213,22a2b
,,,,,,,4.446366666666667,,78,,,,,,,,,,,,,0.9,,,,,
322b-2,polka-dotted,solid,0.25,,2741,2,4.446366666666667,19,78,texture,"['cloud', 'circle', 'red']",3,0.5588235294117647,0.29411764705882354,task,0.14705882352941177,male,2,0.5,striped,cloud,,122,112,0.95,212,322b
22b2b-2,polka-dotted,solid,0.7,,5071,2,4.446366666666667,20,78,texture,"['cloud', 'circle', 'blue', 'red']",4,0.48717948717948717,0.15384615384615385,task,0.358974358974359,male,2,0.3,striped,red,,132,231,0.95,212,22b2b
22a1-3,polka-dotted,solid,0.35,,5721,2,4.446366666666667,21,78,texture,"['circle', 'square', 'blue', 'red']",4,0.6666666666666666,0.09999999999999999,task,0.2333333333333333,male,2,0.15,striped,square,,232,311,1,321,22a1
321-2,polka-dotted,solid,0.65,,25961,2,4.446366666666667,22,78,texture,"['cloud', 'circle', 'square', 'green']",4,0.5882352941176471,0.029411764705882356,task,0.3823529411764706,male,2,0.05,striped,green,,233,313,1,133,321
,,,,,,,4.446366666666667,,78,,,,,,,,,,,,,0.2,,,,,
211-3,square,cloud,0.15,,25620,0,10.549916666666666,3,79,shape,"['solid', 'striped', 'polka-dotted', 'red', 'green']",5,0.37499999999999994,0.53125,task,0.09374999999999999,male,1,0.85,circle,striped,,233,112,0.6,323,211
321-3,square,cloud,0.15,,14340,0,10.549916666666666,4,79,shape,"['striped', 'red', 'green']",3,0.37499999999999994,0.53125,task,0.09374999999999999,male,1,0.85,circle,green,,123,222,0.6,322,321
22b2b-2,square,cloud,0.3,,20450,0,10.549916666666666,5,79,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.52,0.24,task,0.24,male,1,0.3,circle,green,,133,111,0.65,231,22b2b
322b-2,square,cloud,0.4,,3620,0,10.549916666666666,6,79,shape,"['solid', 'striped', 'red']",3,0.46428571428571436,0.25,task,0.28571428571428575,male,1,0.35,circle,striped,,222,212,0.65,122,322b
,,,,,,,10.549916666666666,,79,,,,,,,,,,,,,0.6,,,,,
22a1-3,green,blue,0.35,,9432,1,10.549916666666666,11,79,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.41379310344827586,0.3448275862068966,task,0.24137931034482757,male,3,0.5,red,polka-dotted,,113,231,0.6,232,22a1
22a1-3,green,blue,0.35,,15802,1,10.549916666666666,12,79,color,"['cloud', 'circle', 'solid', 'striped']",4,0.41379310344827586,0.3448275862068966,task,0.24137931034482757,male,3,0.5,red,cloud,,223,221,0.6,112,22a1
322b-2,green,blue,0.2,,8701,1,10.549916666666666,13,79,color,"['cloud', 'circle', 'solid']",3,0.4137931034482758,0.44827586206896547,task,0.13793103448275862,male,3,0.65,red,cloud,,113,112,0.6,212,322b
22a1-3,green,blue,0.1,,14692,1,10.549916666666666,14,79,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.3928571428571429,0.5357142857142857,task,0.07142857142857144,male,3,0.75,red,cloud,,123,121,0.55,332,22a1
,,,,,,,10.549916666666666,,79,,,,,,,,,,,,,0.6,,,,,
22b1-3,polka-dotted,solid,0.4,,9641,2,10.549916666666666,19,79,texture,"['cloud', 'square', 'red', 'green']",4,0.3235294117647059,0.4411764705882352,task,0.23529411764705882,male,2,0.75,striped,red,,113,122,0.55,332,22b1
22a2b-2a,polka-dotted,solid,0.3,,22681,2,10.549916666666666,20,79,texture,"['cloud', 'circle', 'red', 'green']",4,0.35294117647058826,0.4705882352941177,task,0.17647058823529413,male,2,0.8,striped,red,,133,222,0.6,223,22a2b
211-3,polka-dotted,solid,0.3,,9131,2,10.549916666666666,21,79,texture,"['cloud', 'square', 'blue', 'red', 'green']",5,0.5185185185185185,0.25925925925925924,task,0.2222222222222222,male,2,0.35,striped,red,,113,131,0.7,322,211
22a2b-2b,polka-dotted,solid,0.4,,19041,2,10.549916666666666,22,79,texture,"['circle', 'square', 'red', 'green']",4,0.43749999999999994,0.3125,task,0.25,male,2,0.5,striped,red,,323,222,0.7,232,22a2b
,,,,,,,10.549916666666666,,79,,,,,,,,,,,,,0.8,,,,,
22b1-2,square,cloud,0.5,,18500,0,9.978733333333333,3,80,shape,"['solid', 'striped', 'blue', 'red', 'green']",5,0.5925925925925926,0.037037037037037035,task,0.37037037037037035,male,1,0.05,circle,red,,323,211,0.8,222,22b1
22a1-3,square,cloud,0.05,,4690,0,9.978733333333333,4,80,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,0.9047619047619047,0.047619047619047616,task,0.047619047619047616,male,1,0.05,circle,striped,,132,221,0.95,321,22a1
22a2b-2b,square,cloud,0.05,,2140,0,9.978733333333333,5,80,shape,"['solid', 'striped', 'blue', 'red']",4,0.9047619047619047,0.047619047619047616,task,0.047619047619047616,male,1,0.05,circle,red,,312,221,0.95,212,22a2b
22b2b-2,square,cloud,1,,21690,0,9.978733333333333,6,80,shape,"['solid', 'polka-dotted', 'red', 'green']",4,0.045454545454545456,0.045454545454545456,task,0.9090909090909091,male,1,0.05,circle,polka-dotted,,133,112,0.05,332,22b2b
,,,,,,,9.978733333333333,,80,,,,,,,,,,,,,0.95,,,,,
311-3,green,blue,0.95,,18341,1,9.978733333333333,11,80,color,"['square', 'solid', 'striped', 'polka-dotted']",4,0.047619047619047616,0.047619047619047616,task,0.9047619047619047,male,3,0.05,red,square,,323,331,0.05,312,311
331-3,green,blue,0.95,,21350,1,9.978733333333333,12,80,color,"['cloud', 'polka-dotted']",2,0.047619047619047616,0.047619047619047616,task,0.9047619047619047,male,3,0.05,red,polka-dotted,,133,131,0.05,132,331
22a2b-2b,green,blue,0,,10452,1,9.978733333333333,13,80,color,"['cloud', 'circle', 'solid', 'striped']",4,0,1,task,0,male,3,1,red,circle,,213,212,0,122,22a2b
322b-2,green,blue,0.95,,26301,1,9.978733333333333,14,80,color,"['square', 'solid', 'polka-dotted']",3,0,0.05,task,0.95,male,3,0.05,red,polka-dotted,,333,311,0,331,322b
,,,,,,,9.978733333333333,,80,,,,,,,,,,,,,0.95,,,,,
22b2b-2,green,blue,0,,23292,2,9.978733333333333,19,80,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0,1,task,0,male,3,0.95,red,circle,,233,211,0,331,22b2b
22b1-2,green,blue,0,,5132,2,9.978733333333333,20,80,color,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",5,1,0,task,0,male,3,0,red,cloud,,132,121,0.95,312,22b1
321-2,green,blue,0.95,,2621,2,9.978733333333333,21,80,color,"['cloud', 'solid', 'striped', 'polka-dotted']",4,0,0,task,1,male,3,0,red,polka-dotted,,122,131,0,112,321
22b1-2,green,blue,0,,13382,2,9.978733333333333,22,80,color,"['cloud', 'circle', 'square', 'solid', 'striped']",5,0,1,task,0,male,3,1,red,striped,,123,311,0,221,22b1
,,,,,,,9.978733333333333,,80,,,,,,,,,,,,,0.95,,,,,
22a1-3,polka-dotted,solid,1,,17281,0,5.256366666666667,3,81,texture,"['circle', 'square', 'red', 'green']",4,0.16666666666666669,0.4166666666666667,task,0.4166666666666667,male,2,1,striped,square,,223,332,0.4,213,22a1
22b1-2,polka-dotted,solid,0.4,,15121,0,5.256366666666667,4,81,texture,"['cloud', 'circle', 'square', 'red', 'green']",5,0.5555555555555556,0.22222222222222227,task,0.22222222222222227,male,2,0.4,striped,cloud,,123,312,1,213,22b1
22a2b-2b,polka-dotted,solid,0.4,,2321,0,5.256366666666667,5,81,texture,"['cloud', 'square', 'blue', 'red']",4,0.5555555555555556,0.22222222222222227,task,0.22222222222222227,male,2,0.4,striped,cloud,,122,311,1,321,22a2b
22a2b-2b,polka-dotted,solid,1,,7051,0,5.256366666666667,6,81,texture,"['circle', 'square', 'blue', 'red']",4,0.16666666666666669,0.4166666666666667,task,0.4166666666666667,male,2,1,striped,square,,332,221,0.4,231,22a2b
,,,,,,,5.256366666666667,,81,,,,,,,,,,,,,1,,,,,
22a2b-2a,polka-dotted,solid,0.5,,23091,1,5.256366666666667,11,81,texture,"['cloud', 'circle', 'blue', 'green']",4,0.5,0.25,task,0.25,male,2,0.5,striped,circle,,233,121,1,221,22a2b
22a1-3,polka-dotted,solid,0.5,,17281,1,5.256366666666667,12,81,texture,"['circle', 'square', 'red', 'green']",4,0.25,0.5,task,0.25,male,2,1,striped,square,,223,332,0.5,213,22a1
22b1-2,polka-dotted,solid,1,,12611,1,5.256366666666667,13,81,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.25,0.25,task,0.5,male,2,0.5,striped,circle,,313,211,0.5,232,22b1
311-3,polka-dotted,solid,0.5,,311,1,5.256366666666667,14,81,texture,"['cloud', 'circle', 'square', 'blue']",4,0.5,0.25,task,0.25,male,2,0.5,striped,square,,131,211,1,321,311
,,,,,,,5.256366666666667,,81,,,,,,,,,,,,,1,,,,,
321-3,square,cloud,1,,2850,2,5.256366666666667,19,81,shape,"['solid', 'striped', 'red']",3,0.25,0.25,task,0.5,male,1,0.5,circle,striped,,122,212,0.5,312,321
321-2,square,cloud,0.5,,6620,2,5.256366666666667,20,81,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0.5,0.25,task,0.25,male,1,0.5,circle,polka-dotted,,232,312,1,322,321
311-3,square,cloud,1,,18410,2,5.256366666666667,21,81,shape,"['striped', 'blue', 'red', 'green']",4,0.25,0.25,task,0.5,male,1,0.5,circle,striped,,323,221,0.5,122,311
22a2b-2a,square,cloud,0.5,,26250,2,5.256366666666667,22,81,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.25,0.5,task,0.25,male,1,1,circle,green,,333,221,0.5,231,22a2b
,,,,,,,5.256366666666667,,81,,,,,,,,,,,,,0.5,,,,,
211-3,green,blue,0.5,,10372,0,3.6210666666666667,3,82,color,"['cloud', 'circle', 'square', 'solid', 'striped']",5,0.3333333333333333,0.3333333333333333,task,0.3333333333333333,female,3,0.5,red,striped,,213,311,0.5,122,211
22a1-3,green,blue,0.6,,18072,0,3.6210666666666667,4,82,color,"['cloud', 'square', 'solid', 'striped']",4,0.24137931034482757,0.3448275862068966,task,0.41379310344827586,female,3,0.5,red,cloud,,323,111,0.35,112,22a1
22a2b-2a,green,blue,0.8,,4232,0,3.6210666666666667,5,82,color,"['circle', 'square', 'solid', 'striped']",4,0.13333333333333333,0.3333333333333333,task,0.5333333333333333,female,3,0.5,red,striped,,322,221,0.2,312,22a2b
22b1-3,green,blue,0.8,,26952,0,3.6210666666666667,6,82,color,"['circle', 'square', 'striped', 'polka-dotted']",4,0.06896551724137931,0.3793103448275862,task,0.5517241379310345,female,3,0.55,red,square,,333,221,0.1,322,22b1
,,,,,,,3.6210666666666667,,82,,,,,,,,,,,,,0.4,,,,,
22a1-3,polka-dotted,solid,0.5,,28531,1,3.6210666666666667,11,82,texture,"['cloud', 'square', 'blue', 'green']",4,0.46428571428571436,0.17857142857142858,task,0.35714285714285715,female,2,0.25,striped,square,,333,111,0.65,323,22a1
311-3,polka-dotted,solid,0.5,,20630,1,3.6210666666666667,12,82,texture,"['cloud', 'blue', 'red', 'green']",4,0.5333333333333333,0.13333333333333333,task,0.3333333333333333,female,2,0.2,striped,cloud,,133,121,0.8,112,311
22a2b-2a,polka-dotted,solid,0.5,,19331,1,3.6210666666666667,13,82,texture,"['cloud', 'square', 'red', 'green']",4,0.6,0.06666666666666667,task,0.3333333333333333,female,2,0.1,striped,green,,323,112,0.9,113,22a2b
22a2b-2b,polka-dotted,solid,0.5,,21941,1,3.6210666666666667,14,82,texture,"['cloud', 'square', 'red', 'green']",4,0.6666666666666666,0,task,0.3333333333333333,female,2,0,striped,cloud,,133,332,1,113,22a2b
,,,,,,,3.6210666666666667,,82,,,,,,,,,,,,,0.8,,,,,
22b2b-2,square,cloud,0.3,,21690,2,3.6210666666666667,19,82,shape,"['solid', 'polka-dotted', 'red', 'green']",4,0.3225806451612903,0.48387096774193544,task,0.1935483870967742,female,1,0.75,circle,polka-dotted,,133,112,0.5,332,22b2b
321-3,square,cloud,0.55,,11400,2,3.6210666666666667,20,82,shape,"['solid', 'blue', 'green']",3,0.21874999999999997,0.43749999999999994,task,0.34375,female,1,0.7,circle,blue,,313,111,0.35,211,321
321-3,square,cloud,0.55,,2850,2,3.6210666666666667,21,82,shape,"['solid', 'striped', 'red']",3,0.18749999999999997,0.46875,task,0.34375,female,1,0.75,circle,red,,122,212,0.3,312,321
22b2b-2,square,cloud,0.7,,4860,2,3.6210666666666667,22,82,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,0.055555555555555566,0.5555555555555556,task,0.3888888888888889,female,1,1,circle,polka-dotted,,132,121,0.1,331,22b2b
,,,,,,,3.6210666666666667,,82,,,,,,,,,,,,,0.95,,,,,
211-3,square,cloud,0.2,,18800,0,4.094633333333333,3,83,shape,"['striped', 'polka-dotted', 'blue', 'red', 'green']",5,0.15384615384615385,0.6923076923076923,task,0.15384615384615385,female,1,0.9,circle,striped,,323,221,0.2,132,211
321-3,square,cloud,0.15,,23340,0,4.094633333333333,4,83,shape,"['polka-dotted', 'blue', 'green']",3,0.3225806451612903,0.5806451612903226,task,0.0967741935483871,female,1,0.9,circle,blue,,233,131,0.5,331,321
22b1-2,square,cloud,0.9,,8670,0,4.094633333333333,5,83,shape,"['solid', 'polka-dotted', 'blue', 'red', 'green']",5,0.06666666666666667,0.3333333333333333,task,0.6,female,1,0.5,circle,solid,,113,131,0.1,212,22b1
22b2b-2,square,cloud,0.55,,7630,0,4.094633333333333,6,83,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,0.0967741935483871,0.5483870967741935,task,0.3548387096774194,female,1,0.85,circle,red,,332,321,0.15,222,22b2b
,,,,,,,4.094633333333333,,83,,,,,,,,,,,,,0.8,,,,,
22b2b-2,polka-dotted,solid,0.9,,5071,1,4.094633333333333,11,83,texture,"['cloud', 'circle', 'blue', 'red']",4,0.31034482758620685,0.06896551724137931,task,0.6206896551724137,female,2,0.1,striped,red,,132,231,0.45,212,22b2b
321-2,polka-dotted,solid,0.15,,10480,1,4.094633333333333,12,83,texture,"['circle', 'blue', 'red', 'green']",4,0.6333333333333333,0.26666666666666666,task,0.09999999999999999,female,2,0.4,striped,circle,,213,211,0.95,222,321
321-3,polka-dotted,solid,0.1,,381,1,4.094633333333333,13,83,texture,"['cloud', 'circle', 'blue']",3,0.6785714285714286,0.25,task,0.07142857142857144,female,2,0.35,striped,blue,,231,111,0.95,121,321
321-3,polka-dotted,solid,0.05,,3940,1,4.094633333333333,14,83,texture,"['square', 'blue', 'red']",3,0.7692307692307692,0.1923076923076923,task,0.038461538461538464,female,2,0.25,striped,square,,322,311,1,331,321
,,,,,,,4.094633333333333,,83,,,,,,,,,,,,,0.75,,,,,
22b1-2,polka-dotted,solid,0.1,,8671,2,4.094633333333333,19,83,texture,"['cloud', 'circle', 'blue', 'red', 'green']",5,0.35714285714285715,0.5714285714285715,task,0.07142857142857144,female,2,0.8,striped,cloud,,113,131,0.5,212,22b1
311-3,polka-dotted,solid,0.1,,22961,2,4.094633333333333,20,83,texture,"['cloud', 'circle', 'square', 'green']",4,0.2962962962962963,0.6296296296296295,task,0.07407407407407407,female,2,0.85,striped,green,,133,213,0.4,323,311
331-3,polka-dotted,solid,0.1,,28730,2,4.094633333333333,21,83,texture,"['square', 'green']",2,0.25,0.6785714285714286,task,0.07142857142857144,female,2,0.95,striped,green,,333,313,0.35,323,331
22b1-2,polka-dotted,solid,0.05,,10971,2,4.094633333333333,22,83,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.25,0.7142857142857143,task,0.03571428571428572,female,2,1,striped,circle,,213,331,0.35,232,22b1
,,,,,,,4.094633333333333,,83,,,,,,,,,,,,,0.8,,,,,
22a1-3,green,blue,0.9,,9122,0,6.5078,3,84,color,"['cloud', 'square', 'solid', 'striped']",4,0.17391304347826086,0.043478260869565216,task,0.7826086956521738,male,3,0.05,red,striped,,113,321,0.2,322,22a1
211-3,green,blue,0.25,,11092,0,6.5078,4,84,color,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",5,0.21874999999999997,0.625,task,0.15625,male,3,1,red,solid,,213,221,0.35,332,211
311-3,green,blue,0.7,,23791,0,6.5078,5,84,color,"['circle', 'solid', 'striped', 'polka-dotted']",4,0.25,0.16666666666666669,task,0.5833333333333334,male,3,0.2,red,solid,,233,211,0.3,222,311
321-2,green,blue,0.8,,3081,0,6.5078,6,84,color,"['circle', 'solid', 'striped', 'polka-dotted']",4,0.15384615384615385,0.23076923076923075,task,0.6153846153846154,male,3,0.3,red,circle,,222,211,0.2,231,321
,,,,,,,6.5078,,84,,,,,,,,,,,,,0.7,,,,,
22b1-2,polka-dotted,solid,0.3,,10971,1,6.5078,11,84,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.12,0.64,task,0.24,male,2,0.8,striped,square,,213,331,0.15,232,22b1
321-3,polka-dotted,solid,0.15,,7730,1,6.5078,12,84,texture,"['square', 'blue', 'red']",3,0.6818181818181818,0.18181818181818182,task,0.13636363636363635,male,2,0.2,striped,red,,332,311,0.75,322,321
22a2b-2b,polka-dotted,solid,0.8,,18591,1,6.5078,13,84,texture,"['circle', 'square', 'red', 'green']",4,0.14814814814814814,0.25925925925925924,task,0.5925925925925926,male,2,0.35,striped,red,,323,212,0.2,222,22a2b
22b1-3,polka-dotted,solid,0.5,,1391,1,6.5078,14,84,texture,"['cloud', 'circle', 'blue', 'red']",4,0.1935483870967742,0.48387096774193544,task,0.3225806451612903,male,2,0.75,striped,cloud,,212,221,0.3,131,22b1
,,,,,,,6.5078,,84,,,,,,,,,,,,,0.35,,,,,
321-3,polka-dotted,solid,0.3,,381,2,6.5078,19,84,texture,"['cloud', 'circle', 'blue']",3,0.25925925925925924,0.5185185185185185,task,0.22222222222222224,male,2,0.7,striped,circle,,231,111,0.35,121,321
22a2b-2b,polka-dotted,solid,0.35,,17161,2,6.5078,20,84,texture,"['circle', 'square', 'blue', 'green']",4,0.4516129032258065,0.32258064516129037,task,0.22580645161290325,male,2,0.5,striped,square,,223,321,0.7,213,22a2b
321-2,polka-dotted,solid,0.2,,161,2,6.5078,21,84,texture,"['cloud', 'circle', 'square', 'blue']",4,0.5555555555555555,0.2962962962962963,task,0.14814814814814814,male,2,0.4,striped,circle,,321,111,0.75,221,321
22a1-3,polka-dotted,solid,0.45,,2501,2,6.5078,22,84,texture,"['cloud', 'square', 'blue', 'red']",4,0.4615384615384615,0.1923076923076923,task,0.34615384615384615,male,2,0.25,striped,blue,,122,311,0.6,331,22a1
,,,,,,,6.5078,,84,,,,,,,,,,,,,0.55,,,,,
22b2b-2,polka-dotted,solid,0.75,,21691,0,8.918133333333333,3,85,texture,"['cloud', 'square', 'red', 'green']",4,0,0.5,task,0.5,female,2,0.75,striped,red,,133,112,0,332,22b2b
311-3,polka-dotted,solid,1,,18340,0,8.918133333333333,4,85,texture,"['square', 'blue', 'red', 'green']",4,0,0.5,task,0.5,female,2,1,striped,blue,,323,331,0,312,311
321-3,polka-dotted,solid,1,,3940,0,8.918133333333333,5,85,texture,"['square', 'blue', 'red']",3,0,0.5,task,0.5,female,2,1,striped,blue,,322,311,0,331,321
22b1-2,polka-dotted,solid,1,,27241,0,8.918133333333333,6,85,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0,0.5,task,0.5,female,2,1,striped,square,,333,221,0,232,22b1
,,,,,,,8.918133333333333,,85,,,,,,,,,,,,,1,,,,,
322b-2,green,blue,0.3,,2591,1,8.918133333333333,11,85,color,"['cloud', 'solid', 'striped']",3,0.48387096774193544,0.3225806451612903,task,0.1935483870967742,female,3,0.5,red,solid,,122,121,0.75,112,322b
321-3,green,blue,0.8,,16211,1,8.918133333333333,12,85,color,"['cloud', 'circle', 'striped']",3,0.13333333333333333,0.3333333333333333,task,0.5333333333333333,female,3,0.5,red,cloud,,223,121,0.2,222,321
311-3,green,blue,1,,16611,1,8.918133333333333,13,85,color,"['circle', 'solid', 'striped', 'polka-dotted']",4,0,0.25925925925925924,task,0.7407407407407407,female,3,0.35,red,solid,,223,211,0,232,311
22b1-3,green,blue,1,,26722,1,8.918133333333333,14,85,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0,0.42857142857142855,task,0.5714285714285714,female,3,0.75,red,polka-dotted,,333,131,0,122,22b1
,,,,,,,8.918133333333333,,85,,,,,,,,,,,,,0.65,,,,,
211-3,square,cloud,0,,8660,2,8.918133333333333,19,85,shape,"['solid', 'striped', 'blue', 'red', 'green']",5,0.047619047619047616,0.9523809523809523,task,0,female,1,1,circle,striped,,113,321,0.05,212,211
22b2b-2,square,cloud,0,,25230,2,8.918133333333333,20,85,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.5,0.5,task,0,female,1,1,circle,polka-dotted,,233,222,1,123,22b2b
211-3,square,cloud,0,,11590,2,8.918133333333333,21,85,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",5,0.5,0.5,task,0,female,1,1,circle,solid,,313,221,1,131,211
211-3,square,cloud,1,,18800,2,8.918133333333333,22,85,shape,"['striped', 'polka-dotted', 'blue', 'red', 'green']",5,0.3333333333333333,0.3333333333333333,task,0.3333333333333333,female,1,1,circle,polka-dotted,,323,221,1,132,211
,,,,,,,8.918133333333333,,85,,,,,,,,,,,,,0.05,,,,,
322b-2,green,blue,1,,6121,0,6.909016666666667,3,86,color,"['circle', 'solid', 'polka-dotted']",3,0.16666666666666669,0,task,0.8333333333333334,female,3,0,red,polka-dotted,,232,231,0.2,212,322b
22a1-3,green,blue,0,,20752,0,6.909016666666667,4,86,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,1,0,task,0,female,3,0,red,solid,,133,131,1,212,22a1
321-3,green,blue,1,,16671,0,6.909016666666667,5,86,color,"['circle', 'striped', 'polka-dotted']",3,0,0,task,1,female,3,0,red,circle,,223,231,0,232,321
22b1-3,green,blue,0.25,,18562,0,6.909016666666667,6,86,color,"['circle', 'square', 'striped', 'polka-dotted']",4,0,0.8,task,0.2,female,3,1,red,striped,,323,231,0,222,22b1
,,,,,,,6.909016666666667,,86,,,,,,,,,,,,,1,,,,,
22a2b-2a,green,blue,0,,3312,1,6.909016666666667,11,86,color,"['cloud', 'circle', 'solid', 'striped']",4,0.7692307692307692,0.23076923076923075,task,0,female,3,0.3,red,solid,,222,111,1,212,22a2b
321-3,green,blue,0,,27421,1,6.909016666666667,12,86,color,"['cloud', 'square', 'polka-dotted']",3,0.9090909090909091,0.09090909090909091,task,0,female,3,0.1,red,polka-dotted,,333,131,1,332,321
22b1-2,green,blue,0,,4842,1,6.909016666666667,13,86,color,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",5,1,0,task,0,female,3,0,red,polka-dotted,,132,211,1,331,22b1
322b-2,green,blue,0.35,,25351,1,6.909016666666667,14,86,color,"['circle', 'striped', 'polka-dotted']",3,0.7407407407407407,0,task,0.25925925925925924,female,3,0,red,striped,,233,221,1,223,322b
,,,,,,,6.909016666666667,,86,,,,,,,,,,,,,1,,,,,
22a1-3,polka-dotted,solid,0.25,,25421,2,6.909016666666667,19,86,texture,"['circle', 'square', 'red', 'green']",4,0.8,0,task,0.2,female,2,0,striped,circle,,233,312,1,223,22a1
22a1-3,polka-dotted,solid,1,,7391,2,6.909016666666667,20,86,texture,"['circle', 'square', 'blue', 'red']",4,0.5,0,task,0.5,female,2,0,striped,square,,332,221,1,312,22a1
22b1-3,polka-dotted,solid,0.4,,12881,2,6.909016666666667,21,86,texture,"['cloud', 'square', 'red', 'green']",4,0.7142857142857143,0,task,0.28571428571428575,female,2,0,striped,red,,313,122,1,332,22b1
322b-2,polka-dotted,solid,0.4,,501,2,6.909016666666667,22,86,texture,"['cloud', 'circle', 'blue']",3,0.7142857142857143,0,task,0.28571428571428575,female,2,0,striped,blue,,231,111,1,131,322b
,,,,,,,6.909016666666667,,86,,,,,,,,,,,,,1,,,,,
22b1-3,green,blue,0.7,,24052,0,6.6001666666666665,3,87,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.19999999999999998,0.3333333333333333,task,0.4666666666666666,male,3,0.5,red,cloud,,233,111,0.3,132,22b1
