"","X.3","X.2","X.1","X","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous"
"1128",1128,1128,1128,1690,"circle",232,0,14,232,4,0.285714285714286,"square","shape",10.3535,0.5,"task",212,122,"cloud","task","circle",0.85,212,"2","circle",1,0.2,"female",122,"square",0.514285714285714,1,232,70,"cloud",1,"red","321",0.9,"square","['solid', 'striped', 'polka-dotted', 'red']",0.5,"321-2","cloud",0.35,6360,3,17,13,11,17,"8","3","2, 6, 8, 1, 5, 8, 2, 4, 8",TRUE
"1129",1129,1129,1129,1693,"red",233,0,19,233,5,0.242424242424242,"red","color",10.3535,1,"task",121,331,"blue","task","green",0.8,121,"3","green",3,0.515151515151515,"female",331,"blue",0.242424242424242,2,233,70,"blue",0.5,"polka-dotted","22b1",0.4,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.4,"22b1-2","red",0.85,23312,0,26,9,4,26,"6","2","2, 6, 9, 3, 6, 7, 1, 5, 7",TRUE
"1130",1130,1130,1130,1694,"red",111,0,20,313,3,0.235294117647059,"red","color",10.3535,1,"task",111,311,"blue","task","green",0.8,311,"3","green",3,0.529411764705882,"female",313,"blue",0.235294117647059,2,313,70,"blue",0.5,"square","322b",0.4,"green","['cloud', 'square', 'solid']",0.4,"322b-2","red",0.9,11411,1,1,21,3,21,"3","2","1, 4, 7, 3, 4, 9, 3, 4, 7",TRUE
"1131",1131,1131,1131,1695,"red",221,0,21,222,4,0.186046511627907,"red","color",10.3535,1,"task",221,112,"blue","task","green",0.8,222,"3","green",3,0.418604651162791,"female",112,"blue",0.395348837209302,2,222,70,"blue",0.5,"circle","22a2b",0.85,"green","['cloud', 'circle', 'solid', 'striped']",0.4,"22a2b-2b","red",0.9,3262,2,5,10,14,14,"2","2","2, 5, 7, 1, 4, 8, 2, 5, 8",TRUE
"1132",1132,1132,1132,1696,"red",232,0,22,132,4,0.186046511627907,"red","color",10.3535,1,"task",121,132,"blue","task","green",0.8,132,"3","green",3,0.418604651162791,"female",121,"blue",0.395348837209302,2,232,70,"blue",0.5,"cloud","22a2b",0.85,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.4,"22a2b-2a","red",0.9,6682,3,17,4,16,16,"1","3","2, 6, 8, 1, 5, 7, 1, 6, 8",TRUE
"1133",1133,1133,1133,1699,"red",211,0,27,222,4,0.133333333333333,"red","color",10.3535,1,"task",211,231,"blue","task","green",0.8,222,"2","green",3,0.333333333333333,"female",231,"blue",0.533333333333333,3,222,70,"blue",0.5,"circle","321",0.8,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.2,"321-2","red",0.5,3081,0,2,8,14,14,"2","3","2, 4, 7, 2, 6, 7, 2, 5, 8",TRUE
"1134",1134,1134,1134,1700,"red",233,0,28,233,4,0.105263157894737,"red","color",10.3535,1,"task",332,133,"blue","task","green",0.8,332,"3","green",3,0.473684210526316,"female",133,"blue",0.421052631578947,3,233,70,"blue",0.5,"polka-dotted","321",0.8,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.2,"321-2","red",0.9,25931,1,26,25,18,26,"6","2","2, 6, 9, 1, 6, 9, 3, 6, 8",TRUE
"1135",1135,1135,1135,1701,"red",133,0,29,222,5,0.105263157894737,"red","color",10.3535,1,"task",321,222,"blue","task","green",0.8,321,"3","green",3,0.473684210526316,"female",222,"blue",0.421052631578947,3,133,70,"blue",0.5,"striped","211",0.8,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.2,"211-3","red",0.9,21072,2,25,14,6,14,"5","3","1, 6, 9, 2, 5, 8, 3, 5, 7",TRUE
"1136",1136,1136,1136,1702,"red",123,0,30,123,4,0.105263157894737,"red","color",10.3535,1,"task",121,123,"blue","task","green",0.8,333,"3","green",3,0.473684210526316,"female",121,"blue",0.421052631578947,3,333,70,"blue",0.5,"cloud","22a2b",0.8,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.2,"22a2b-2b","red",0.9,28132,3,22,4,27,22,"1","3","1, 5, 9, 1, 5, 7, 3, 6, 9",TRUE
"1153",1153,1153,1153,1729,"circle",213,1,3,321,4,0.333333333333333,"circle","shape",6.76588333333333,0,"task",321,213,"cloud","task","cloud",1,321,"0","cloud",1,0.333333333333333,"female",313,"circle",0.333333333333333,0,313,72,"square",0.5,"striped","22a2b",0.5,"square","['solid', 'striped', 'blue', 'green']",0.5,"22a2b-2b","square",0.5,13160,0,20,21,6,6,"5","0","2, 4, 9, 3, 4, 9, 3, 5, 7",FALSE
"1154",1154,1154,1154,1730,"circle",233,1,4,132,4,0.565217391304348,"circle","shape",6.76588333333333,0,"task",331,132,"cloud","task","cloud",1,132,"2","cloud",1,0.217391304347826,"female",331,"circle",0.217391304347826,0,233,72,"square",0.5,"polka-dotted","311",0.25,"square","['polka-dotted', 'blue', 'red', 'green']",0.65,"311-3","square",0.25,24130,1,26,9,16,16,"6","2","2, 6, 9, 3, 6, 7, 1, 6, 8",TRUE
"1155",1155,1155,1155,1731,"circle",333,1,5,133,2,0.8,"circle","shape",6.76588333333333,0,"task",133,233,"cloud","task","cloud",1,133,"2","cloud",1,0.1,"female",233,"circle",0.1,0,333,72,"square",0.5,"green","331",0.1,"square","['polka-dotted', 'green']",0.8,"331-3","square",0.1,29240,2,27,26,25,25,"9","2","3, 6, 9, 2, 6, 9, 1, 6, 9",TRUE
"1156",1156,1156,1156,1732,"circle",312,1,6,132,5,0.9,"circle","shape",6.76588333333333,0,"task",121,312,"cloud","task","cloud",1,132,"2","cloud",1,0.05,"female",121,"circle",0.05,0,132,72,"square",0.5,"red","22b1",0.05,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.9,"22b1-2","square",0.05,5130,3,12,4,16,16,"8","3","3, 4, 8, 1, 5, 7, 1, 6, 8",TRUE
"1157",1157,1157,1157,1735,"striped",213,0,11,233,4,0.129032258064516,"polka-dotted","texture",6.76588333333333,0.5,"task",321,213,"solid","task","striped",0.95,321,"2","striped",2,0.548387096774194,"female",233,"solid",0.32258064516129,1,233,72,"solid",1,"circle","22a1",0.5,"polka-dotted","['circle', 'square', 'blue', 'green']",0.2,"22a1-3","polka-dotted",0.85,24761,0,20,26,6,26,"2","2","2, 4, 9, 2, 6, 9, 3, 5, 7",TRUE
"1158",1158,1158,1158,1736,"striped",212,0,12,221,5,0.032258064516129,"polka-dotted","texture",6.76588333333333,0.5,"task",221,212,"solid","task","striped",0.95,323,"2","striped",2,0.548387096774194,"female",221,"solid",0.419354838709677,1,323,72,"solid",1,"circle","22b1",0.65,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.05,"22b1-2","polka-dotted",0.85,18201,1,11,5,24,5,"2","2","2, 4, 8, 2, 5, 7, 3, 5, 9",TRUE
"1159",1159,1159,1159,1737,"striped",131,0,13,131,4,0,"polka-dotted","texture",6.76588333333333,0.5,"task",211,311,"solid","task","striped",0.95,311,"2","striped",2,0.606060606060606,"female",211,"solid",0.393939393939394,1,131,72,"solid",1,"blue","321",0.65,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0,"321-2","polka-dotted",1,221,2,7,2,3,7,"7","2","1, 6, 7, 2, 4, 7, 3, 4, 7",TRUE
"1160",1160,1160,1160,1738,"striped",212,0,14,321,4,0,"polka-dotted","texture",6.76588333333333,0.5,"task",321,331,"solid","task","striped",0.95,331,"3","striped",2,0.444444444444444,"female",321,"solid",0.555555555555556,1,212,72,"solid",1,"blue","22a1",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0,"22a1-3","polka-dotted",0.8,1531,3,11,6,9,6,"7","3","2, 4, 8, 3, 5, 7, 3, 6, 7",TRUE
"1161",1161,1161,1161,1741,"striped",331,0.5,19,311,3,0.62962962962963,"solid","texture",6.76588333333333,0,"task",311,331,"solid","task","solid",0.25,311,"2","striped",2,0,"female",333,"polka-dotted",0.37037037037037,2,333,72,"polka-dotted",1,"blue","322b",0.5,"polka-dotted","['square', 'blue', 'green']",0.85,"322b-2","striped",0,26300,0,9,27,3,3,"7","3","3, 6, 7, 3, 6, 9, 3, 4, 7",TRUE
"1162",1162,1162,1162,1742,"striped",123,0.5,20,123,4,0.566666666666667,"solid","texture",6.76588333333333,0,"task",312,123,"solid","task","solid",0.25,312,"2","striped",2,0,"female",133,"polka-dotted",0.433333333333333,2,133,72,"polka-dotted",1,"green","22a1",0.65,"polka-dotted","['cloud', 'square', 'red', 'green']",0.85,"22a1-3","striped",0,22451,1,22,25,12,22,"9","3","1, 5, 9, 1, 6, 9, 3, 4, 8",TRUE
"1163",1163,1163,1163,1743,"striped",233,0.5,21,121,5,0.566666666666667,"solid","texture",6.76588333333333,0,"task",121,331,"solid","task","solid",0.25,121,"2","striped",2,0,"female",331,"polka-dotted",0.433333333333333,2,233,72,"polka-dotted",1,"blue","22b1",0.65,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.85,"22b1-2","striped",0,23311,2,26,9,4,4,"7","3","2, 6, 9, 3, 6, 7, 1, 5, 7",TRUE
"1164",1164,1164,1164,1744,"striped",123,0.5,22,123,4,0.566666666666667,"solid","texture",6.76588333333333,0,"task",132,123,"solid","task","solid",0.25,233,"2","striped",2,0,"female",132,"polka-dotted",0.433333333333333,2,233,72,"polka-dotted",1,"cloud","22b2b",0.65,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.85,"22b2b-2","striped",0,25251,3,22,16,26,22,"1","3","1, 5, 9, 1, 6, 8, 2, 6, 9",TRUE
"1165",1165,1165,1165,1747,"red",133,0,27,133,4,0.285714285714286,"red","color",6.76588333333333,1,"task",311,131,"blue","task","green",1,131,"3","green",3,0.428571428571429,"female",311,"blue",0.285714285714286,3,133,72,"blue",0.5,"cloud","22a2b",0.5,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.5,"22a2b-2b","red",0.75,20412,0,25,3,7,25,"1","2","1, 6, 9, 3, 4, 7, 1, 6, 7",TRUE
"1166",1166,1166,1166,1748,"red",123,0,28,123,4,0.285714285714286,"red","color",6.76588333333333,1,"task",132,113,"blue","task","green",1,113,"3","green",3,0.428571428571429,"female",132,"blue",0.285714285714286,3,123,72,"blue",0.5,"cloud","321",0.5,"green","['cloud', 'solid', 'striped', 'polka-dotted']",0.5,"321-2","red",0.75,14981,1,22,16,19,22,"1","2","1, 5, 9, 1, 6, 8, 1, 4, 9",TRUE
"1167",1167,1167,1167,1749,"red",211,0,29,213,2,0.285714285714286,"red","color",6.76588333333333,1,"task",211,212,"blue","task","green",1,212,"3","green",3,0.428571428571429,"female",213,"blue",0.285714285714286,3,213,72,"blue",0.5,"circle","331",0.5,"green","['circle', 'solid']",0.5,"331-3","red",0.75,10150,2,2,20,11,20,"2","2","2, 4, 7, 2, 4, 9, 2, 4, 8",TRUE
"1168",1168,1168,1168,1750,"red",333,0,30,322,3,0.129032258064516,"red","color",6.76588333333333,1,"task",321,322,"blue","task","green",1,322,"3","green",3,0.548387096774194,"female",321,"blue",0.32258064516129,3,333,72,"blue",0.5,"striped","321",0.5,"green","['square', 'striped', 'polka-dotted']",0.2,"321-3","red",0.85,26961,3,27,6,15,15,"5","3","3, 6, 9, 3, 5, 7, 3, 5, 8",TRUE
"1233",1233,1233,1233,1849,"red",221,1,3,333,4,0.277777777777778,"green","color",9.16908333333333,0.5,"task",221,322,"blue","task","blue",0.85,333,"1","blue",3,0.444444444444444,"female",322,"red",0.277777777777778,0,333,77,"red",0,"square","22b1",0.5,"green","['circle', 'square', 'striped', 'polka-dotted']",0.5,"22b1-3","green",0.8,26952,0,5,15,27,27,"3","2","2, 5, 7, 3, 5, 8, 3, 6, 9",TRUE
"1234",1234,1234,1234,1850,"red",222,1,4,321,5,0.380952380952381,"green","color",9.16908333333333,0.5,"task",321,222,"blue","task","blue",0.85,133,"2","blue",3,0.380952380952381,"female",321,"red",0.238095238095238,0,133,77,"red",0,"striped","211",0.5,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.8,"211-3","green",0.8,21072,1,14,6,25,6,"5","2","2, 5, 8, 3, 5, 7, 1, 6, 9",TRUE
"1235",1235,1235,1235,1851,"red",121,1,5,121,4,0.418604651162791,"green","color",9.16908333333333,0.5,"task",121,113,"blue","task","blue",0.85,113,"3","blue",3,0.348837209302326,"female",323,"red",0.232558139534884,0,323,77,"red",0,"cloud","22b2b",0.5,"green","['cloud', 'square', 'solid', 'striped']",0.9,"22b2b-2","green",0.75,19272,2,4,24,19,4,"1","3","1, 5, 7, 3, 5, 9, 1, 4, 9",TRUE
"1236",1236,1236,1236,1852,"red",132,1,6,131,4,0.444444444444444,"green","color",9.16908333333333,0.5,"task",131,132,"blue","task","blue",0.85,313,"3","blue",3,0.333333333333333,"female",131,"red",0.222222222222222,0,313,77,"red",0,"cloud","22a1",0.5,"green","['cloud', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0.75,12512,3,16,7,21,7,"1","3","1, 6, 8, 1, 6, 7, 3, 4, 9",TRUE
"1237",1237,1237,1237,1855,"striped",111,0.5,11,121,4,0.285714285714286,"solid","texture",9.16908333333333,0,"task",111,121,"solid","task","solid",0.7,233,"2","striped",2,0.285714285714286,"female",121,"polka-dotted",0.428571428571429,1,233,77,"polka-dotted",1,"cloud","22a1",0.75,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0.5,"22a1-3","striped",0.5,23031,0,1,4,26,4,"1","2","1, 4, 7, 1, 5, 7, 2, 6, 9",TRUE
"1238",1238,1238,1238,1856,"striped",131,0.5,12,113,4,0.375,"solid","texture",9.16908333333333,0,"task",321,131,"solid","task","solid",0.7,321,"3","striped",2,0.25,"female",113,"polka-dotted",0.375,1,113,77,"polka-dotted",1,"cloud","22b1",0.75,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.75,"22b1-3","striped",0.5,8361,1,7,19,6,19,"1","3","1, 6, 7, 1, 4, 9, 3, 5, 7",TRUE
"1239",1239,1239,1239,1857,"striped",331,0.5,13,311,4,0.404761904761905,"solid","texture",9.16908333333333,0,"task",311,331,"solid","task","solid",0.7,122,"2","striped",2,0.238095238095238,"female",311,"polka-dotted",0.357142857142857,1,122,77,"polka-dotted",1,"square","22a1",0.75,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.85,"22a1-3","striped",0.5,2501,2,9,3,13,3,"3","3","3, 6, 7, 3, 4, 7, 1, 5, 8",TRUE
"1240",1240,1240,1240,1858,"striped",331,0.5,14,121,4,0.414634146341463,"solid","texture",9.16908333333333,0,"task",121,331,"solid","task","solid",0.7,322,"2","striped",2,0.24390243902439,"female",121,"polka-dotted",0.341463414634146,1,322,77,"polka-dotted",1,"blue","22b2b",0.7,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.85,"22b2b-2","striped",0.5,3951,3,9,4,15,4,"7","3","3, 6, 7, 1, 5, 7, 3, 5, 8",TRUE
"1241",1241,1241,1241,1861,"red",221,0,19,123,4,0.294117647058824,"red","color",9.16908333333333,1,"task",221,232,"blue","task","green",1,232,"3","green",3,0.411764705882353,"female",123,"blue",0.294117647058824,2,123,77,"blue",0.5,"striped","22b1",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22b1-3","red",0.7,14542,0,5,22,17,22,"5","3","2, 5, 7, 1, 5, 9, 2, 6, 8",TRUE
"1242",1242,1242,1242,1862,"red",223,0,20,223,3,0.277777777777778,"red","color",9.16908333333333,1,"task",222,322,"blue","task","green",1,222,"3","green",3,0.444444444444444,"female",322,"blue",0.277777777777778,2,223,77,"blue",0.5,"striped","322b",0.5,"green","['circle', 'square', 'striped']",0.5,"322b-2","red",0.8,16441,1,23,15,14,23,"5","2","2, 5, 9, 3, 5, 8, 2, 5, 8",TRUE
"1243",1243,1243,1243,1863,"red",333,0,21,333,4,0.25,"red","color",9.16908333333333,1,"task",131,233,"blue","task","green",1,233,"3","green",3,0.5,"female",131,"blue",0.25,2,333,77,"blue",0.5,"polka-dotted","321",0.5,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.5,"321-2","red",1,29061,2,27,7,26,27,"6","3","3, 6, 9, 1, 6, 7, 2, 6, 9",TRUE
"1244",1244,1244,1244,1864,"red",223,0,22,223,4,0.25,"red","color",9.16908333333333,1,"task",121,232,"blue","task","green",1,232,"3","green",3,0.5,"female",121,"blue",0.25,2,223,77,"blue",0.5,"striped","22b1",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22b1-3","red",1,16632,3,23,4,17,23,"5","3","2, 5, 9, 1, 5, 7, 2, 6, 8",TRUE
"1245",1245,1245,1245,1867,"circle",322,0,27,322,3,0.303030303030303,"square","shape",9.16908333333333,0.5,"task",122,322,"cloud","task","circle",0.7,223,"2","circle",1,0.393939393939394,"female",122,"cloud",0.303030303030303,3,223,77,"cloud",1,"red","321",0.5,"square","['striped', 'red', 'green']",0.5,"321-3","square",0.65,16430,0,15,13,23,15,"8","2","3, 5, 8, 1, 5, 8, 2, 5, 9",TRUE
"1246",1246,1246,1246,1868,"circle",332,0,28,213,5,0.277777777777778,"square","shape",9.16908333333333,0.5,"task",332,213,"cloud","task","circle",0.7,213,"2","circle",1,0.361111111111111,"female",123,"cloud",0.361111111111111,3,123,77,"cloud",1,"green","211",0.65,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.5,"211-3","square",0.65,15180,1,18,22,20,20,"9","2","3, 6, 8, 1, 5, 9, 2, 4, 9",TRUE
"1247",1247,1247,1247,1869,"circle",323,0,29,323,4,0.256410256410256,"square","shape",9.16908333333333,0.5,"task",232,323,"cloud","task","circle",0.7,133,"2","circle",1,0.41025641025641,"female",232,"cloud",0.333333333333333,3,133,77,"cloud",1,"green","22b1",0.65,"square","['striped', 'polka-dotted', 'red', 'green']",0.5,"22b1-3","square",0.8,22930,2,24,17,25,24,"9","2","3, 5, 9, 2, 6, 8, 1, 6, 9",TRUE
"1248",1248,1248,1248,1870,"circle",231,0,30,233,4,0.238095238095238,"square","shape",9.16908333333333,0.5,"task",231,113,"cloud","task","circle",0.7,233,"2","circle",1,0.380952380952381,"female",113,"cloud",0.380952380952381,3,233,77,"cloud",1,"green","22a2b",0.8,"square","['solid', 'polka-dotted', 'blue', 'green']",0.5,"22a2b-2a","square",0.8,24600,3,8,19,26,26,"9","2","2, 6, 7, 1, 4, 9, 2, 6, 9",TRUE
"1249",1249,1249,1249,1873,"red",121,0,3,233,4,0.242424242424242,"green","color",24.07015,0.5,"task",121,221,"blue","task","red",0.55,233,"2","red",3,0.454545454545455,"male",221,"blue",0.303030303030303,0,233,78,"blue",1,"circle","22a2b",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.4,"22a2b-2a","green",0.75,23092,0,4,5,26,26,"2","3","1, 5, 7, 2, 5, 7, 2, 6, 9",TRUE
"1250",1250,1250,1250,1874,"red",213,0,4,213,5,0.166666666666667,"green","color",24.07015,0.5,"task",311,122,"blue","task","red",0.55,122,"2","red",3,0.533333333333333,"male",311,"blue",0.3,0,213,78,"blue",1,"solid","211",0.45,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.25,"211-3","green",0.8,10372,1,20,3,13,20,"4","2","2, 4, 9, 3, 4, 7, 1, 5, 8",TRUE
"1251",1251,1251,1251,1875,"red",331,0,5,312,4,0.129032258064516,"green","color",24.07015,0.5,"task",331,312,"blue","task","red",0.55,323,"2","red",3,0.483870967741935,"male",312,"blue",0.387096774193548,0,323,78,"blue",1,"square","311",0.6,"green","['square', 'solid', 'striped', 'polka-dotted']",0.2,"311-3","green",0.75,18341,2,9,12,24,12,"3","3","3, 6, 7, 3, 4, 8, 3, 5, 9",TRUE
"1252",1252,1252,1252,1876,"red",331,0,6,322,3,0.0967741935483871,"green","color",24.07015,0.5,"task",331,322,"blue","task","red",0.55,322,"2","red",3,0.451612903225806,"male",333,"blue",0.451612903225806,0,333,78,"blue",1,"square","321",0.7,"green","['square', 'striped', 'polka-dotted']",0.15,"321-3","green",0.7,26991,3,9,27,15,15,"3","3","3, 6, 7, 3, 6, 9, 3, 5, 8",TRUE
"1253",1253,1253,1253,1879,"striped",312,0.5,11,331,4,0.294117647058824,"solid","texture",24.07015,1,"task",211,331,"solid","task","polka-dotted",0.6,331,"2","polka-dotted",2,0.411764705882353,"male",211,"striped",0.294117647058824,1,312,78,"striped",0,"blue","22b2b",0.5,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22b2b-2","solid",0.7,1941,0,12,2,9,9,"7","1","3, 4, 8, 2, 4, 7, 3, 6, 7",TRUE
"1254",1254,1254,1254,1880,"striped",132,0.5,12,132,4,0.285714285714286,"solid","texture",24.07015,1,"task",231,212,"solid","task","polka-dotted",0.6,231,"2","polka-dotted",2,0.428571428571429,"male",212,"striped",0.285714285714286,1,132,78,"striped",0,"red","22b2b",0.5,"polka-dotted","['cloud', 'circle', 'blue', 'red']",0.5,"22b2b-2","solid",0.75,5071,1,16,11,8,16,"8","1","1, 6, 8, 2, 4, 8, 2, 6, 7",TRUE
"1255",1255,1255,1255,1881,"striped",222,0.5,13,233,5,0.3125,"solid","texture",24.07015,1,"task",311,222,"solid","task","polka-dotted",0.6,233,"3","polka-dotted",2,0.5,"male",311,"striped",0.1875,1,233,78,"striped",0,"circle","211",0.3,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.5,"211-3","solid",0.8,23801,2,14,3,26,26,"2","2","2, 5, 8, 3, 4, 7, 2, 6, 9",TRUE
"1256",1256,1256,1256,1882,"striped",321,0.5,14,131,3,0.290322580645161,"solid","texture",24.07015,1,"task",121,321,"solid","task","polka-dotted",0.6,131,"3","polka-dotted",2,0.548387096774194,"male",121,"striped",0.161290322580645,1,131,78,"striped",0,"cloud","322b",0.25,"polka-dotted","['cloud', 'square', 'blue']",0.45,"322b-2","solid",0.85,331,3,6,4,7,7,"1","2","3, 5, 7, 1, 5, 7, 1, 6, 7",TRUE
"1257",1257,1257,1257,1885,"circle",333,0,19,333,3,0.21875,"circle","shape",24.07015,1,"task",332,133,"cloud","task","square",0.85,133,"3","square",1,0.46875,"male",332,"cloud",0.3125,2,333,78,"cloud",0.5,"green","322b",0.5,"square","['polka-dotted', 'red', 'green']",0.35,"322b-2","circle",0.75,28930,0,27,18,25,27,"9","2","3, 6, 9, 3, 6, 8, 1, 6, 9",TRUE
"1258",1258,1258,1258,1886,"circle",232,0,20,323,4,0.15625,"circle","shape",24.07015,1,"task",232,323,"cloud","task","square",0.85,133,"3","square",1,0.53125,"male",323,"cloud",0.3125,2,133,78,"cloud",0.5,"green","22b1",0.5,"square","['striped', 'polka-dotted', 'red', 'green']",0.25,"22b1-3","circle",0.85,22930,1,17,24,25,24,"9","3","2, 6, 8, 3, 5, 9, 1, 6, 9",TRUE
"1259",1259,1259,1259,1887,"circle",223,0,21,231,4,0.0967741935483871,"circle","shape",24.07015,1,"task",131,231,"cloud","task","square",0.85,131,"3","square",1,0.548387096774194,"male",231,"cloud",0.354838709677419,2,223,78,"cloud",0.5,"blue","22a2b",0.55,"square","['striped', 'polka-dotted', 'blue', 'green']",0.15,"22a2b-2b","circle",0.85,15670,2,23,8,7,8,"7","3","2, 5, 9, 2, 6, 7, 1, 6, 7",TRUE
"1260",1260,1260,1260,1888,"circle",123,0,22,223,4,0.0645161290322581,"circle","shape",24.07015,1,"task",332,123,"cloud","task","square",0.85,332,"3","square",1,0.548387096774194,"male",223,"cloud",0.387096774193548,2,223,78,"cloud",0.5,"striped","22a1",0.6,"square","['striped', 'polka-dotted', 'red', 'green']",0.1,"22a1-3","circle",0.85,17670,3,22,23,18,23,"5","3","1, 5, 9, 2, 5, 9, 3, 6, 8",TRUE
"1261",1261,1261,1261,1891,"circle",233,0.5,27,233,3,0.166666666666667,"cloud","shape",24.07015,0,"task",123,133,"cloud","task","circle",0.85,123,"2","circle",1,0.333333333333333,"male",133,"cloud",0.5,3,233,78,"square",1,"polka-dotted","322b",0.75,"square","['striped', 'polka-dotted', 'green']",0.25,"322b-2","square",0.5,25970,0,26,25,22,26,"6","1","2, 6, 9, 1, 6, 9, 1, 5, 9",TRUE
"1262",1262,1262,1262,1892,"circle",213,0.5,28,213,5,0.161290322580645,"cloud","shape",24.07015,0,"task",311,122,"cloud","task","circle",0.85,311,"2","circle",1,0.290322580645161,"male",122,"cloud",0.548387096774194,3,213,78,"square",1,"solid","211",0.85,"square","['solid', 'striped', 'blue', 'red', 'green']",0.25,"211-3","square",0.45,10370,1,20,13,3,20,"4","2","2, 4, 9, 1, 5, 8, 3, 4, 7",TRUE
"1263",1263,1263,1263,1893,"circle",221,0.5,29,221,4,0.129032258064516,"cloud","shape",24.07015,0,"task",221,122,"cloud","task","circle",0.85,122,"2","circle",1,0.290322580645161,"male",323,"cloud",0.580645161290323,3,323,78,"square",1,"striped","311",0.9,"square","['striped', 'blue', 'red', 'green']",0.2,"311-3","square",0.45,18410,2,5,24,13,5,"5","2","2, 5, 7, 3, 5, 9, 1, 5, 8",TRUE
"1264",1264,1264,1264,1894,"circle",322,0.5,30,223,4,0.1,"cloud","shape",24.07015,0,"task",322,223,"cloud","task","circle",0.85,133,"2","circle",1,0.3,"male",223,"cloud",0.6,3,133,78,"square",1,"green","22b1",0.9,"square","['striped', 'polka-dotted', 'red', 'green']",0.15,"22b1-3","square",0.45,22690,3,15,23,25,23,"9","2","3, 5, 8, 2, 5, 9, 1, 6, 9",TRUE
"1281",1281,1281,1281,1921,"red",112,0,3,133,4,0.25,"red","color",9.14721666666667,1,"task",331,112,"blue","task","green",0.95,331,"2","green",3,0.625,"male",133,"blue",0.125,0,133,80,"blue",0.5,"cloud","22b1",0.15,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.3,"22b1-3","red",0.75,20682,0,10,25,9,25,"1","2","1, 4, 8, 1, 6, 9, 3, 6, 7",TRUE
"1282",1282,1282,1282,1922,"red",231,0,4,113,4,0.12,"red","color",9.14721666666667,1,"task",231,232,"blue","task","green",0.95,232,"3","green",3,0.76,"male",113,"blue",0.12,0,113,80,"blue",0.5,"solid","22a1",0.15,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.15,"22a1-3","red",0.95,9432,1,8,19,17,19,"4","2","2, 6, 7, 1, 4, 9, 2, 6, 8",FALSE
"1283",1283,1283,1283,1923,"red",123,0,5,123,4,0.0869565217391304,"red","color",9.14721666666667,1,"task",121,232,"blue","task","green",0.95,232,"3","green",3,0.826086956521739,"male",121,"blue",0.0869565217391304,0,123,80,"blue",0.5,"cloud","22a1",0.1,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.1,"22a1-3","red",0.95,14532,2,22,4,17,22,"1","3","1, 5, 9, 1, 5, 7, 2, 6, 8",TRUE
"1284",1284,1284,1284,1924,"red",221,0,6,123,3,0.0454545454545455,"red","color",9.14721666666667,1,"task",221,122,"blue","task","green",0.95,122,"3","green",3,0.863636363636364,"male",123,"blue",0.0909090909090909,0,123,80,"blue",0.5,"striped","321",0.1,"green","['cloud', 'circle', 'striped']",0.05,"321-3","red",0.95,14001,3,5,22,13,22,"5","3","2, 5, 7, 1, 5, 9, 1, 5, 8",TRUE
