pref1,order0,simPreference0,slide_number,simulatedAnswer,numFeatures,normResponse0,simRank1,targetFeature,Answer.time_in_minutes,simPreference2,trial_type,obj1,obj2,pref0,name,guessRank0,certainty,order2,evalNum,simRank0,targetFeatureNum,normResponse2,sex,order1,guessRank2,normResponse1,blockNr,obj3,workerid,simRank2,simPreference1,utterance,uttCode,response1,pref2,featuresPresent,response0,targetUttCode,guessRank1,response2,item,trialNum 
circle,133,0.5,29,133,4,0.4347826086956522,,shape,7.98105,0,task,321,133,cloud,task,,,321,,,1,0,female,333,,0.5652173913043479,3,333,79,,1,green,22a2b,0.65,square,"['striped', 'polka-dotted', 'blue', 'green']",0.5,22a2b-2b,,0,28810,2
circle,312,0.5,30,113,4,0.625,,shape,7.98105,0,task,211,312,cloud,task,,,113,,,1,0,female,211,,0.375,3,113,79,,1,green,311,0.45,square,"['solid', 'blue', 'red', 'green']",0.75,311-3,,0,8720,3
,,,,,,,,,7.98105,,,,,,,,0.7,,,,,,,,,,,,79,,,,,,,,,,,,,
,,,,,,,cloud,,7.98105,,,,,,,cloud,,,2,circle,,,,,square,,,,79,square,,,,,,,,,circle,,,
red,112,0,3,133,4,0.25,,color,9.147216666666667,1,task,331,112,blue,task,,,331,,,3,0.625,male,133,,0.125,0,133,80,,0.5,cloud,22b1,0.15,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.3,22b1-3,,0.75,20682,0
red,231,0,4,113,4,0.12,,color,9.147216666666667,1,task,231,232,blue,task,,,232,,,3,0.76,male,113,,0.12,0,113,80,,0.5,solid,22a1,0.15,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.15,22a1-3,,0.95,9432,1
red,123,0,5,123,4,0.08695652173913045,,color,9.147216666666667,1,task,121,232,blue,task,,,232,,,3,0.8260869565217391,male,121,,0.08695652173913045,0,123,80,,0.5,cloud,22a1,0.1,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.1,22a1-3,,0.95,14532,2
red,221,0,6,123,3,0.045454545454545456,,color,9.147216666666667,1,task,221,122,blue,task,,,122,,,3,0.8636363636363635,male,123,,0.09090909090909091,0,123,80,,0.5,striped,321,0.1,green,"['cloud', 'circle', 'striped']",0.05,321-3,,0.95,14001,3
,,,,,,,,,9.147216666666667,,,,,,,,0.95,,,,,,,,,,,,80,,,,,,,,,,,,,
,,,,,,,red,,9.147216666666667,,,,,,,green,,,3,green,,,,,blue,,,,80,blue,,,,,,,,,red,,,
red,233,0,11,312,4,0.18749999999999997,,color,9.147216666666667,0.5,task,311,312,blue,task,,,311,,,3,0.3125,male,312,,0.5,1,233,80,,1,square,22a1,0.8,green,"['circle', 'square', 'solid', 'polka-dotted']",0.3,22a1-3,,0.5,23572,0
red,322,0,12,322,3,0.23076923076923075,,color,9.147216666666667,0.5,task,222,322,blue,task,,,222,,,3,0.15384615384615385,male,223,,0.6153846153846154,1,223,80,,1,striped,322b,0.8,green,"['circle', 'square', 'striped']",0.3,322b-2,,0.2,16441,1
red,321,0,13,112,5,0.17857142857142858,,color,9.147216666666667,0.5,task,321,112,blue,task,,,112,,,3,0.14285714285714288,male,133,,0.6785714285714286,1,133,80,,1,solid,211,0.95,green,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.25,211-3,,0.2,20652,2
red,122,0,14,122,3,0.11111111111111112,,color,9.147216666666667,0.5,task,121,122,blue,task,,,222,,,3,0.14814814814814817,male,121,,0.7407407407407408,1,222,80,,1,cloud,322b,1,green,"['cloud', 'circle', 'striped']",0.15,322b-2,,0.2,3551,3
,,,,,,,,,9.147216666666667,,,,,,,,1,,,,,,,,,,,,80,,,,,,,,,,,,,
,,,,,,,green,,9.147216666666667,,,,,,,red,,,3,red,,,,,blue,,,,80,blue,,,,,,,,,green,,,
red,132,0.5,19,221,5,0.5483870967741935,,color,9.147216666666667,0,task,221,132,blue,task,,,221,,,3,0.12903225806451613,male,323,,0.3225806451612903,2,323,80,,1,striped,211,0.5,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.85,211-3,,0.2,18802,0
red,332,0.5,20,112,4,0.5862068965517241,,color,9.147216666666667,0,task,112,332,blue,task,,,113,,,3,0.034482758620689655,male,112,,0.37931034482758624,2,113,80,,1,solid,22a2b,0.55,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.85,22a2b-2b,,0.05,9612,1
red,211,0.5,21,312,5,0.41379310344827586,,color,9.147216666666667,0,task,211,131,blue,task,,,131,,,3,0.034482758620689655,male,312,,0.5517241379310345,2,312,80,,1,solid,22b1,0.8,green,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.6,22b1-2,,0.05,1812,2
red,132,0.5,22,132,4,0.39285714285714285,,color,9.147216666666667,0,task,132,233,blue,task,,,233,,,3,0.03571428571428571,male,333,,0.5714285714285714,2,333,80,,1,polka-dotted,321,0.8,green,"['cloud', 'circle', 'square', 'polka-dotted']",0.55,321-2,,0.05,29151,3
,,,,,,,,,9.147216666666667,,,,,,,,0.75,,,,,,,,,,,,80,,,,,,,,,,,,,
,,,,,,,blue,,9.147216666666667,,,,,,,red,,,3,red,,,,,green,,,,80,green,,,,,,,,,blue,,,
red,211,0.5,27,221,4,0.42857142857142855,,color,9.147216666666667,1,task,211,221,blue,task,,,322,,,3,0.2857142857142857,male,221,,0.2857142857142857,3,322,80,,0,striped,22a2b,0.5,green,"['circle', 'square', 'solid', 'striped']",0.75,22a2b-2a,,0.5,3712,0
red,323,0.5,28,323,3,0.31428571428571433,,color,9.147216666666667,1,task,321,122,blue,task,,,122,,,3,0.4571428571428572,male,321,,0.2285714285714286,3,323,80,,0,striped,321,0.4,green,"['cloud', 'square', 'striped']",0.55,321-3,,0.8,18421,1
red,233,0.5,29,223,4,0.3235294117647059,,color,9.147216666666667,1,task,122,223,blue,task,,,122,,,3,0.49999999999999994,male,223,,0.1764705882352941,3,233,80,,0,striped,22a2b,0.3,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.55,22a2b-2a,,0.85,25432,2
red,211,0.5,30,233,4,0.2857142857142857,,color,9.147216666666667,1,task,211,222,blue,task,,,233,,,3,0.5714285714285714,male,222,,0.14285714285714285,3,233,80,,0,circle,311,0.25,green,"['circle', 'solid', 'striped', 'polka-dotted']",0.5,311-3,,1,23791,3
,,,,,,,,,9.147216666666667,,,,,,,,0.8,,,,,,,,,,,,80,,,,,,,,,,,,,
,,,,,,,blue,,9.147216666666667,,,,,,,green,,,3,green,,,,,red,,,,80,red,,,,,,,,,blue,,,
red,131,0,3,132,4,0.041666666666666664,,color,9.06105,0.5,task,131,132,blue,task,,,213,,,3,0.41666666666666663,female,132,,0.5416666666666666,0,213,81,,1,cloud,22a1,0.65,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.05,22a1-3,,0.5,10802,0
red,133,0,4,133,4,0.037037037037037035,,color,9.06105,0.5,task,311,131,blue,task,,,131,,,3,0.48148148148148145,female,311,,0.48148148148148145,0,133,81,,1,cloud,22a2b,0.65,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.05,22a2b-2b,,0.65,20412,1
red,123,0,5,123,5,0.037037037037037035,,color,9.06105,0.5,task,311,221,blue,task,,,221,,,3,0.48148148148148145,female,311,,0.48148148148148145,0,123,81,,1,striped,22b1,0.65,green,"['cloud', 'circle', 'square', 'solid', 'striped']",0.05,22b1-2,,0.65,13382,2
red,133,0,6,332,5,0.04,,color,9.06105,0.5,task,221,332,blue,task,,,332,,,3,0.2,female,221,,0.76,0,133,81,,1,polka-dotted,211,0.95,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.05,211-3,,0.25,21642,3
,,,,,,,,,9.06105,,,,,,,,1,,,,,,,,,,,,81,,,,,,,,,,,,,
,,,,,,,green,,9.06105,,,,,,,red,,,3,red,,,,,blue,,,,81,blue,,,,,,,,,green,,,
striped,222,1,11,222,4,0.3225806451612903,,texture,9.06105,0,task,231,112,solid,task,,,112,,,2,0.16129032258064516,female,231,,0.5161290322580645,1,222,81,,0.5,circle,22b1,0.8,polka-dotted,"['cloud', 'circle', 'blue', 'red']",0.5,22b1-3,,0.25,3291,0
striped,232,1,12,212,3,0.40740740740740744,,texture,9.06105,0,task,212,322,solid,task,,,212,,,2,0,female,322,,0.5925925925925926,1,232,81,,0.5,circle,321,0.8,polka-dotted,"['circle', 'square', 'red']",0.55,321-3,,0,6611,1
striped,222,1,13,212,3,0.6333333333333333,,texture,9.06105,0,task,212,122,solid,task,,,212,,,2,0,female,122,,0.3666666666666667,1,222,81,,0.5,circle,322b,0.55,polka-dotted,"['cloud', 'circle', 'red']",0.95,322b-2,,0,3621,2
striped,133,1,14,112,4,0.6333333333333333,,texture,9.06105,0,task,121,112,solid,task,,,112,,,2,0,female,121,,0.3666666666666667,1,133,81,,0.5,cloud,311,0.55,polka-dotted,"['cloud', 'blue', 'red', 'green']",0.95,311-3,,0,20630,3
,,,,,,,,,9.06105,,,,,,,,1,,,,,,,,,,,,81,,,,,,,,,,,,,
,,,,,,,striped,,9.06105,,,,,,,solid,,,3,solid,,,,,polka-dotted,,,,81,polka-dotted,,,,,,,,,striped,,,
red,333,1,19,311,3,0.5,,color,9.06105,0.5,task,311,313,blue,task,,,311,,,3,0.18749999999999997,female,313,,0.3125,2,333,81,,0,square,322b,0.5,green,"['square', 'solid', 'polka-dotted']",0.8,322b-2,,0.3,27921,0
red,131,1,20,131,4,0.5,,color,9.06105,0.5,task,311,131,blue,task,,,311,,,3,0.18749999999999997,female,112,,0.3125,2,112,81,,0,cloud,22b2b,0.5,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.8,22b2b-2,,0.3,1012,1
red,213,1,21,211,3,0.6333333333333333,,color,9.06105,0.5,task,111,211,blue,task,,,111,,,3,0.03333333333333333,female,211,,0.3333333333333333,2,213,81,,0,circle,322b,0.5,green,"['cloud', 'circle', 'solid']",0.95,322b-2,,0.05,9691,2
red,122,1,22,321,3,0.6333333333333333,,color,9.06105,0.5,task,321,122,blue,task,,,321,,,3,0.03333333333333333,female,323,,0.3333333333333333,2,323,81,,0,striped,321,0.5,green,"['cloud', 'square', 'striped']",0.95,321-3,,0.05,18421,3
,,,,,,,,,9.06105,,,,,,,,1,,,,,,,,,,,,81,,,,,,,,,,,,,
,,,,,,,green,,9.06105,,,,,,,blue,,,2,blue,,,,,green,,,,81,red,,,,,,,,,red,,,
striped,111,0,27,221,4,0.1935483870967742,,texture,9.06105,1,task,111,311,solid,task,,,311,,,2,0.3225806451612903,female,221,,0.48387096774193544,3,221,81,,0.5,blue,321,0.75,polka-dotted,"['cloud', 'circle', 'square', 'blue']",0.3,321-2,,0.5,51,0
striped,331,0,28,331,4,0.15,,texture,9.06105,1,task,331,312,solid,task,,,323,,,2,0.475,female,312,,0.375,3,323,81,,0.5,square,311,0.75,polka-dotted,"['square', 'blue', 'red', 'green']",0.3,311-3,,0.95,18340,1
striped,213,0,29,223,4,0.060606060606060615,,texture,9.06105,1,task,332,213,solid,task,,,223,,,2,0.5757575757575758,female,332,,0.36363636363636365,3,223,81,,0.5,circle,22a1,0.6,polka-dotted,"['circle', 'square', 'red', 'green']",0.1,22a1-3,,0.95,17281,2
striped,313,0,30,333,4,0,,texture,9.06105,1,task,211,313,solid,task,,,211,,,2,0.6129032258064516,female,333,,0.38709677419354843,3,333,81,,0.5,square,22a2b,0.6,polka-dotted,"['circle', 'square', 'blue', 'green']",0,22a2b-2b,,0.95,27911,3
,,,,,,,,,9.06105,,,,,,,,0.95,,,,,,,,,,,,81,,,,,,,,,,,,,
,,,,,,,striped,,9.06105,,,,,,,polka-dotted,,,3,polka-dotted,,,,,solid,,,,81,solid,,,,,,,,,striped,,,
red,223,1,3,321,3,1,,color,4.57795,0,task,321,322,blue,task,,,321,,,3,0,male,322,,0,0,223,82,,0.5,striped,321,0,green,"['circle', 'square', 'striped']",1,321-3,,0,16361,0
red,131,1,4,232,4,0.5,,color,4.57795,0,task,131,232,blue,task,,,223,,,3,0,male,232,,0.5,0,223,82,,0.5,circle,22b1,0.6,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.6,22b1-3,,0,16662,1
red,113,1,5,132,4,0.41379310344827586,,color,4.57795,0,task,132,113,blue,task,,,213,,,3,0,male,132,,0.5862068965517241,0,213,82,,0.5,cloud,22a2b,0.85,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.6,22a2b-2a,,0,11372,2
red,213,1,6,231,4,0.41379310344827586,,color,4.57795,0,task,231,213,blue,task,,,333,,,3,0,male,231,,0.5862068965517241,0,333,82,,0.5,polka-dotted,22b2b,0.85,green,"['circle', 'square', 'solid', 'polka-dotted']",0.6,22b2b-2,,0,27782,3
,,,,,,,,,4.57795,,,,,,,,0.4,,,,,,,,,,,,82,,,,,,,,,,,,,
,,,,,,,red,,4.57795,,,,,,,red,,,2,blue,,,,,green,,,,82,green,,,,,,,,,blue,,,
striped,211,1,11,211,5,1,,texture,4.57795,0,task,211,222,solid,task,,,323,,,2,0,male,222,,0,1,323,82,,0.5,circle,22b1,0,polka-dotted,"['circle', 'square', 'blue', 'red', 'green']",0.65,22b1-2,,0,18501,0
striped,121,1,12,111,2,1,,texture,4.57795,0,task,111,121,solid,task,,,131,,,2,0,male,111,,0,1,131,82,,0.5,cloud,331,0,polka-dotted,"['cloud', 'blue']",0.9,331-3,,0,230,1
striped,313,1,13,313,4,1,,texture,4.57795,0,task,231,331,solid,task,,,231,,,2,0,male,331,,0,1,313,82,,0.5,square,22a2b,0,polka-dotted,"['circle', 'square', 'blue', 'green']",1,22a2b-2a,,0,11751,2
striped,212,1,14,212,4,1,,texture,4.57795,0,task,212,313,solid,task,,,233,,,2,0,male,313,,0,1,233,82,,0.5,circle,22b2b,0,polka-dotted,"['circle', 'square', 'red', 'green']",1,22b2b-2,,0,25001,3
,,,,,,,,,4.57795,,,,,,,,0.8,,,,,,,,,,,,82,,,,,,,,,,,,,
,,,,,,,striped,,4.57795,,,,,,,solid,,,2,solid,,,,,striped,,,,82,polka-dotted,,,,,,,,,polka-dotted,,,
red,213,0.5,19,213,4,0.16666666666666666,,color,4.57795,1,task,131,232,blue,task,,,232,,,3,0.6666666666666666,male,131,,0.16666666666666666,2,213,82,,0,circle,22b1,0.2,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.2,22b1-3,,0.8,10952,0
red,332,0.5,20,333,3,0.14285714285714288,,color,4.57795,1,task,131,332,blue,task,,,131,,,3,0.7142857142857143,male,333,,0.14285714285714288,2,333,82,,0,polka-dotted,321,0.2,green,"['cloud', 'square', 'polka-dotted']",0.2,321-3,,1,27421,1
red,212,0.5,21,223,3,0.14285714285714288,,color,4.57795,1,task,211,212,blue,task,,,211,,,3,0.7142857142857143,male,223,,0.14285714285714288,2,223,82,,0,circle,321,0.2,green,"['circle', 'solid', 'striped']",0.2,321-3,,1,15861,2
red,221,0.5,22,221,4,0.3125,,color,4.57795,1,task,221,232,blue,task,,,123,,,3,0.5625,male,232,,0.125,2,123,82,,0,circle,22b1,0.2,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.5,22b1-3,,0.9,14542,3
,,,,,,,,,4.57795,,,,,,,,0.6,,,,,,,,,,,,82,,,,,,,,,,,,,
,,,,,,,blue,,4.57795,,,,,,,green,,,3,green,,,,,red,,,,82,red,,,,,,,,,blue,,,
striped,211,0.5,27,131,4,0.2222222222222222,,texture,4.57795,1,task,211,321,solid,task,,,321,,,2,0.5555555555555555,male,131,,0.2222222222222222,3,131,82,,0,blue,311,0.3,polka-dotted,"['cloud', 'circle', 'square', 'blue']",0.3,311-3,,0.75,311,0
striped,213,0.5,28,232,4,0.19354838709677422,,texture,4.57795,1,task,231,232,solid,task,,,231,,,2,0.6129032258064516,male,232,,0.19354838709677422,3,213,82,,0,circle,321,0.3,polka-dotted,"['circle', 'blue', 'red', 'green']",0.3,321-2,,0.95,10960,1
striped,231,0.5,29,132,5,0.19354838709677422,,texture,4.57795,1,task,231,132,solid,task,,,123,,,2,0.6129032258064516,male,132,,0.19354838709677422,3,123,82,,0,red,22b1,0.3,polka-dotted,"['cloud', 'circle', 'blue', 'red', 'green']",0.3,22b1-2,,0.95,14421,2
striped,121,0.5,30,132,4,0,,texture,4.57795,1,task,121,322,solid,task,,,132,,,2,1,male,322,,0,3,132,82,,0,red,22b2b,0,polka-dotted,"['cloud', 'square', 'blue', 'red']",0,22b2b-2,,0.95,5491,3
,,,,,,,,,4.57795,,,,,,,,0.6,,,,,,,,,,,,82,,,,,,,,,,,,,
,,,,,,,solid,,4.57795,,,,,,,polka-dotted,,,2,polka-dotted,,,,,solid,,,,82,striped,,,,,,,,,striped,,,
red,132,1,3,131,4,0.4666666666666666,,color,12.24245,0.5,task,131,212,blue,task,,,212,,,3,0.3333333333333333,male,131,,0.19999999999999998,0,132,83,,0,cloud,22a2b,0.3,green,"['cloud', 'circle', 'solid', 'polka-dotted']",0.7,22a2b-2b,,0.5,5062,0
red,121,1,4,221,4,0.5714285714285714,,color,12.24245,0.5,task,121,221,blue,task,,,233,,,3,0.21428571428571425,male,221,,0.21428571428571425,0,233,83,,0,circle,22a2b,0.3,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.8,22a2b-2a,,0.3,23092,1
red,131,1,5,131,4,0.6296296296296295,,color,12.24245,0.5,task,131,132,blue,task,,,132,,,3,0.2222222222222222,male,313,,0.14814814814814814,0,313,83,,0,polka-dotted,22a1,0.2,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.85,22a1-3,,0.3,12512,2
red,211,1,6,331,4,0.6923076923076923,,color,12.24245,0.5,task,211,331,blue,task,,,331,,,3,0.15384615384615385,male,233,,0.15384615384615385,0,233,83,,0,polka-dotted,22b2b,0.2,green,"['circle', 'square', 'solid', 'polka-dotted']",0.9,22b2b-2,,0.2,23292,3
,,,,,,,,,12.24245,,,,,,,,0.75,,,,,,,,,,,,83,,,,,,,,,,,,,
,,,,,,,green,,12.24245,,,,,,,blue,,,3,blue,,,,,red,,,,83,red,,,,,,,,,green,,,
red,332,0.5,11,312,4,0.24137931034482757,,color,12.24245,0,task,111,312,blue,task,,,111,,,3,0.3448275862068966,male,312,,0.41379310344827586,1,332,83,,1,solid,22a2b,0.6,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.35,22a2b-2a,,0.5,7352,0
red,312,0.5,12,312,2,0.2222222222222222,,color,12.24245,0,task,311,312,blue,task,,,311,,,3,0.2962962962962963,male,313,,0.48148148148148145,1,313,83,,1,square,331,0.65,green,"['square', 'solid']",0.3,331-3,,0.4,11970,1
red,113,0.5,13,121,4,0.2916666666666667,,color,12.24245,0,task,121,113,blue,task,,,323,,,3,0.16666666666666669,male,121,,0.5416666666666667,1,323,83,,1,cloud,22b2b,0.65,green,"['cloud', 'square', 'solid', 'striped']",0.35,22b2b-2,,0.2,19272,2
red,213,0.5,14,312,5,0.27999999999999997,,color,12.24245,0,task,312,213,blue,task,,,312,,,3,0.12,male,123,,0.6,1,123,83,,1,solid,22b1,0.75,green,"['cloud', 'circle', 'square', 'solid', 'striped']",0.35,22b1-2,,0.15,15122,3
,,,,,,,,,12.24245,,,,,,,,0.8,,,,,,,,,,,,83,,,,,,,,,,,,,
,,,,,,,blue,,12.24245,,,,,,,red,,,3,red,,,,,green,,,,83,green,,,,,,,,,blue,,,
red,322,0,19,223,3,0.32258064516129037,,color,12.24245,1,task,222,322,blue,task,,,223,,,3,0.38709677419354843,male,222,,0.2903225806451613,2,223,83,,0.5,circle,322b,0.45,green,"['circle', 'square', 'striped']",0.5,322b-2,,0.6,16441,0
red,131,0,20,123,3,0.2903225806451613,,color,12.24245,1,task,131,122,blue,task,,,123,,,3,0.4516129032258064,male,122,,0.25806451612903225,2,123,83,,0.5,cloud,321,0.4,green,"['cloud', 'striped', 'polka-dotted']",0.45,321-3,,0.7,14021,1
red,113,0,21,322,4,0.20689655172413793,,color,12.24245,1,task,321,322,blue,task,,,321,,,3,0.48275862068965514,male,322,,0.3103448275862069,2,113,83,,0.5,square,22a1,0.45,green,"['cloud', 'square', 'solid', 'striped']",0.3,22a1-3,,0.7,9122,2
red,312,0,22,312,4,0.16666666666666666,,color,12.24245,1,task,111,312,blue,task,,,111,,,3,0.5,male,332,,0.3333333333333333,2,332,83,,0.5,solid,22a2b,0.5,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.25,22a2b-2a,,0.75,7352,3
,,,,,,,,,12.24245,,,,,,,,0.85,,,,,,,,,,,,83,,,,,,,,,,,,,
,,,,,,,red,,12.24245,,,,,,,green,,,3,green,,,,,blue,,,,83,blue,,,,,,,,,red,,,
striped,112,0,27,233,5,0.3333333333333333,,texture,12.24245,1,task,112,323,solid,task,,,233,,,2,0.43333333333333335,male,323,,0.2333333333333333,3,233,83,,0.5,green,211,0.35,polka-dotted,"['cloud', 'circle', 'square', 'red', 'green']",0.5,211-3,,0.65,25621,0
striped,123,0,28,133,4,0.3333333333333333,,texture,12.24245,1,task,312,123,solid,task,,,133,,,2,0.4666666666666666,male,312,,0.19999999999999998,3,133,83,,0.5,cloud,22a1,0.3,polka-dotted,"['cloud', 'square', 'red', 'green']",0.5,22a1-3,,0.7,22451,1
striped,233,0,29,233,4,0.3333333333333333,,texture,12.24245,1,task,312,223,solid,task,,,223,,,2,0.4666666666666666,male,312,,0.19999999999999998,3,233,83,,0.5,green,22a1,0.3,polka-dotted,"['circle', 'square', 'red', 'green']",0.5,22a1-3,,0.7,25421,2
striped,313,0,30,332,4,0.27586206896551724,,texture,12.24245,1,task,122,332,solid,task,,,122,,,2,0.5172413793103449,male,332,,0.20689655172413793,3,313,83,,0.5,square,22b1,0.3,polka-dotted,"['cloud', 'square', 'red', 'green']",0.4,22b1-3,,0.75,12881,3
,,,,,,,,,12.24245,,,,,,,,0.5,,,,,,,,,,,,83,,,,,,,,,,,,,
,,,,,,,striped,,12.24245,,,,,,,polka-dotted,,,2,polka-dotted,,,,,striped,,,,83,solid,,,,,,,,,solid,,,
striped,313,1,3,313,4,0.52,,texture,10.979,0.5,task,313,223,solid,task,,,223,,,2,0.24,female,133,,0.24,0,133,84,,0,square,311,0.3,polka-dotted,"['cloud', 'circle', 'square', 'green']",0.65,311-3,,0.3,22751,0
striped,133,1,4,133,4,0.2608695652173913,,texture,10.979,0.5,task,313,133,solid,task,,,313,,,2,0.47826086956521746,female,233,,0.2608695652173913,0,233,84,,0,cloud,321,0.3,polka-dotted,"['cloud', 'circle', 'square', 'green']",0.3,321-2,,0.55,25961,1
striped,312,1,5,312,4,0.5384615384615384,,texture,10.979,0.5,task,312,122,solid,task,,,133,,,2,0.23076923076923075,female,122,,0.23076923076923075,0,133,84,,0,red,22b1,0.3,polka-dotted,"['cloud', 'square', 'red', 'green']",0.7,22b1-3,,0.3,21011,2
striped,231,1,6,231,4,0.40740740740740744,,texture,10.979,0.5,task,311,231,solid,task,,,223,,,2,0.40740740740740744,female,311,,0.18518518518518517,0,223,84,,0,circle,22b1,0.25,polka-dotted,"['circle', 'square', 'blue', 'green']",0.55,22b1-3,,0.55,15631,3
,,,,,,,,,10.979,,,,,,,,0.35,,,,,,,,,,,,84,,,,,,,,,,,,,
,,,,,,,polka-dotted,,10.979,,,,,,,solid,,,3,solid,,,,,striped,,,,84,striped,,,,,,,,,polka-dotted,,,
striped,123,0,11,221,5,0.2222222222222222,,texture,10.979,1,task,221,123,solid,task,,,333,,,2,0.2222222222222222,female,221,,0.5555555555555555,1,333,84,,0.5,blue,22b1,0.75,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.3,22b1-2,,0.3,28141,0
striped,123,0,12,233,5,0.21621621621621626,,texture,10.979,1,task,321,123,solid,task,,,233,,,2,0.3783783783783784,female,321,,0.40540540540540543,1,233,84,,0.5,green,22b1,0.75,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.4,22b1-2,,0.7,25151,1
striped,311,0,13,222,5,0.21621621621621626,,texture,10.979,1,task,311,222,solid,task,,,222,,,2,0.3783783783783784,female,233,,0.40540540540540543,1,233,84,,0.5,red,211,0.75,polka-dotted,"['circle', 'square', 'blue', 'red', 'green']",0.4,211-3,,0.7,23801,2
striped,223,0,14,223,4,0.07142857142857144,,texture,10.979,1,task,332,213,solid,task,,,213,,,2,0.3928571428571429,female,332,,0.5357142857142857,1,223,84,,0.5,circle,22a1,0.75,polka-dotted,"['circle', 'square', 'red', 'green']",0.1,22a1-3,,0.55,17281,3
,,,,,,,,,10.979,,,,,,,,0.6,,,,,,,,,,,,84,,,,,,,,,,,,,
,,,,,,,striped,,10.979,,,,,,,striped,,,2,polka-dotted,,,,,solid,,,,84,solid,,,,,,,,,polka-dotted,,,
circle,312,1,19,232,4,0.24137931034482754,,shape,10.979,0,task,312,122,cloud,task,,,232,,,1,0.24137931034482754,female,122,,0.5172413793103448,2,232,84,,0.5,polka-dotted,311,0.75,square,"['solid', 'striped', 'polka-dotted', 'red']",0.35,311-3,,0.35,6370,0
circle,222,1,20,122,3,0.33333333333333337,,shape,10.979,0,task,121,122,cloud,task,,,122,,,1,0.21212121212121213,female,121,,0.4545454545454546,2,222,84,,0.5,red,322b,0.75,square,"['striped', 'blue', 'red']",0.55,322b-2,,0.35,3550,1
circle,222,1,21,332,4,0.31428571428571433,,shape,10.979,0,task,221,222,cloud,task,,,332,,,1,0.2571428571428572,female,221,,0.42857142857142855,2,332,84,,0.5,polka-dotted,22a2b,0.75,square,"['striped', 'polka-dotted', 'blue', 'red']",0.55,22a2b-2a,,0.45,7620,2
circle,313,1,22,112,4,0.38461538461538464,,shape,10.979,0,task,311,112,cloud,task,,,112,,,1,0.23076923076923078,female,311,,0.38461538461538464,2,313,84,,0.5,red,321,0.75,square,"['solid', 'blue', 'red', 'green']",0.75,321-2,,0.45,11780,3
,,,,,,,,,10.979,,,,,,,,0.4,,,,,,,,,,,,84,,,,,,,,,,,,,
,,,,,,,circle,,10.979,,,,,,,cloud,,,3,cloud,,,,,square,,,,84,square,,,,,,,,,circle,,,
red,231,1,27,231,5,0.5172413793103448,,color,10.979,0.5,task,231,313,blue,task,,,313,,,3,0.24137931034482754,female,223,,0.24137931034482754,3,223,84,,0,circle,22b1,0.35,green,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.75,22b1-2,,0.35,17372,0
red,222,1,28,123,4,0.42857142857142855,,color,10.979,0.5,task,222,123,blue,task,,,123,,,3,0.37142857142857144,female,233,,0.19999999999999998,3,233,84,,0,striped,22b2b,0.35,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.75,22b2b-2,,0.65,25232,1
red,113,1,29,332,4,0.4054054054054054,,color,10.979,0.5,task,112,332,blue,task,,,332,,,3,0.35135135135135137,female,112,,0.24324324324324323,3,113,84,,0,polka-dotted,22a2b,0.45,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.75,22a2b-2b,,0.65,9612,2
red,211,1,30,211,4,0.4210526315789474,,color,10.979,0.5,task,211,231,blue,task,,,231,,,3,0.34210526315789475,female,222,,0.2368421052631579,3,222,84,,0,solid,321,0.45,green,"['circle', 'solid', 'striped', 'polka-dotted']",0.8,321-2,,0.65,3081,3
,,,,,,,,,10.979,,,,,,,,0.35,,,,,,,,,,,,84,,,,,,,,,,,,,
,,,,,,,green,,10.979,,,,,,,blue,,,3,blue,,,,,red,,,,84,red,,,,,,,,,green,,,
red,333,1,3,333,4,0.37037037037037035,,color,8.6996,0.5,task,221,322,blue,task,,,221,,,3,0.37037037037037035,male,322,,0.25925925925925924,0,333,85,,0,square,22b1,0.35,green,"['circle', 'square', 'striped', 'polka-dotted']",0.5,22b1-3,,0.5,26952,0
