"","X","workerid","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous","preferencesPrior1","preferencesPrior2","preferencesPrior3"
"1164",1164,72,"striped",123,0.5,22,123,4,0.566666666666667,"solid","texture",6.76588333333333,0,"task",132,123,"solid","task","solid",0.25,233,"2","striped",2,0,"female",132,"polka-dotted",0.433333333333333,2,233,"polka-dotted",1,"cloud","22b2b",0.65,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.85,"22b2b-2","striped",0,25251,3,3,2,"English","Male",NA,37,"Yes",22,16,26,22,"1","2","1, 5, 9, 1, 6, 8, 2, 6, 9",TRUE,0.512061902594447,0.455166135639508,0.0327719617660446
"1168",1168,72,"red",333,0,30,322,3,0.129032258064516,"red","color",6.76588333333333,1,"task",321,322,"blue","task","green",1,322,"3","green",3,0.548387096774194,"female",321,"blue",0.32258064516129,3,333,"blue",0.5,"striped","321",0.5,"green","['square', 'striped', 'polka-dotted']",0.2,"321-3","red",0.85,26961,3,3,2,"English","Male",NA,37,"Yes",27,6,15,15,"5","3","3, 6, 9, 3, 5, 7, 3, 5, 8",TRUE,0.242424242424242,0.303030303030303,0.454545454545455
"1236",1236,77,"red",132,1,6,131,4,0.444444444444444,"green","color",9.16908333333333,0.5,"task",131,132,"blue","task","blue",0.85,313,"3","blue",3,0.333333333333333,"female",131,"red",0.222222222222222,0,313,"red",0,"cloud","22a1",0.5,"green","['cloud', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0.75,12512,3,3,2,"English","Male","It was fun, thank you.",30,"Yes",16,7,21,7,"1","3","1, 6, 8, 1, 6, 7, 3, 4, 9",TRUE,0.588235294117647,0.147058823529412,0.264705882352941
"1240",1240,77,"striped",331,0.5,14,121,4,0.414634146341463,"solid","texture",9.16908333333333,0,"task",121,331,"solid","task","solid",0.7,322,"2","striped",2,0.24390243902439,"female",121,"polka-dotted",0.341463414634146,1,322,"polka-dotted",1,"blue","22b2b",0.7,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.85,"22b2b-2","striped",0.5,3951,3,3,2,"English","Male","It was fun, thank you.",30,"Yes",9,4,15,4,"7","2","3, 6, 7, 1, 5, 7, 3, 5, 8",TRUE,0.555555555555555,0.375,0.0694444444444444
"1244",1244,77,"red",223,0,22,223,4,0.25,"red","color",9.16908333333333,1,"task",121,232,"blue","task","green",1,232,"3","green",3,0.5,"female",121,"blue",0.25,2,223,"blue",0.5,"striped","22b1",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22b1-3","red",1,16632,3,3,2,"English","Male","It was fun, thank you.",30,"Yes",23,4,17,23,"5","3","2, 5, 9, 1, 5, 7, 2, 6, 8",TRUE,0.16,0.36,0.48
"1248",1248,77,"circle",231,0,30,233,4,0.238095238095238,"square","shape",9.16908333333333,0.5,"task",231,113,"cloud","task","circle",0.7,233,"2","circle",1,0.380952380952381,"female",113,"cloud",0.380952380952381,3,233,"cloud",1,"green","22a2b",0.8,"square","['solid', 'polka-dotted', 'blue', 'green']",0.5,"22a2b-2a","square",0.8,24600,3,3,2,"English","Male","It was fun, thank you.",30,"Yes",8,19,26,26,"9","2","2, 6, 7, 1, 4, 9, 2, 6, 9",TRUE,0.03690036900369,0.298892988929889,0.664206642066421
"1252",1252,78,"red",331,0,6,322,3,0.0967741935483871,"green","color",24.07015,0.5,"task",331,322,"blue","task","red",0.55,322,"2","red",3,0.451612903225806,"male",333,"blue",0.451612903225806,0,333,"blue",1,"square","321",0.7,"green","['square', 'striped', 'polka-dotted']",0.15,"321-3","green",0.7,26991,3,3,2,"English","Male",NA,35,"Yes",9,27,15,15,"3","3","3, 6, 7, 3, 6, 9, 3, 5, 8",TRUE,0.0517241379310345,0.775862068965517,0.172413793103448
"1256",1256,78,"striped",321,0.5,14,131,3,0.290322580645161,"solid","texture",24.07015,1,"task",121,321,"solid","task","polka-dotted",0.6,131,"3","polka-dotted",2,0.548387096774194,"male",121,"striped",0.161290322580645,1,131,"striped",0,"cloud","322b",0.25,"polka-dotted","['cloud', 'square', 'blue']",0.45,"322b-2","solid",0.85,331,3,3,2,"English","Male",NA,35,"Yes",6,4,7,7,"1","2","3, 5, 7, 1, 5, 7, 1, 6, 7",TRUE,0.176470588235294,0.352941176470588,0.470588235294118
"1260",1260,78,"circle",123,0,22,223,4,0.0645161290322581,"circle","shape",24.07015,1,"task",332,123,"cloud","task","square",0.85,332,"3","square",1,0.548387096774194,"male",223,"cloud",0.387096774193548,2,223,"cloud",0.5,"striped","22a1",0.6,"square","['striped', 'polka-dotted', 'red', 'green']",0.1,"22a1-3","circle",0.85,17670,3,3,2,"English","Male",NA,35,"Yes",22,23,18,23,"5","3","1, 5, 9, 2, 5, 9, 3, 6, 8",TRUE,0.029940119760479,0.48502994011976,0.48502994011976
"1264",1264,78,"circle",322,0.5,30,223,4,0.1,"cloud","shape",24.07015,0,"task",322,223,"cloud","task","circle",0.85,133,"2","circle",1,0.3,"male",223,"cloud",0.6,3,133,"square",1,"green","22b1",0.9,"square","['striped', 'polka-dotted', 'red', 'green']",0.15,"22b1-3","square",0.45,22690,3,3,2,"English","Male",NA,35,"Yes",15,23,25,23,"9","2","3, 5, 8, 2, 5, 9, 1, 6, 9",TRUE,0.0807174887892377,0.717488789237668,0.201793721973094
"1284",1284,80,"red",221,0,6,123,3,0.0454545454545455,"red","color",9.14721666666667,1,"task",221,122,"blue","task","green",0.95,122,"3","green",3,0.863636363636364,"male",123,"blue",0.0909090909090909,0,123,"blue",0.5,"striped","321",0.1,"green","['cloud', 'circle', 'striped']",0.05,"321-3","red",0.95,14001,3,3,2,"English","Female","I found it fun",45,"Yes",5,22,13,22,"5","3","2, 5, 7, 1, 5, 9, 1, 5, 8",TRUE,0.136363636363636,0.136363636363636,0.727272727272727
"1288",1288,80,"red",122,0,14,122,3,0.111111111111111,"green","color",9.14721666666667,0.5,"task",121,122,"blue","task","red",1,222,"3","red",3,0.148148148148148,"male",121,"blue",0.740740740740741,1,222,"blue",1,"cloud","322b",1,"green","['cloud', 'circle', 'striped']",0.15,"322b-2","green",0.2,3551,3,3,2,"English","Female","I found it fun",45,"Yes",13,4,14,13,"1","3","1, 5, 8, 1, 5, 7, 2, 5, 8",TRUE,0.287769784172662,0.388489208633093,0.323741007194245
"1292",1292,80,"red",132,0.5,22,132,4,0.392857142857143,"blue","color",9.14721666666667,0,"task",132,233,"blue","task","red",0.75,233,"3","red",3,0.0357142857142857,"male",333,"green",0.571428571428571,2,333,"green",1,"polka-dotted","321",0.8,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.55,"321-2","blue",0.05,29151,3,3,2,"English","Female","I found it fun",45,"Yes",16,27,26,16,"6","2","1, 6, 8, 3, 6, 9, 2, 6, 9",TRUE,0.676056338028169,0.253521126760563,0.0704225352112676
"1296",1296,80,"red",211,0.5,30,233,4,0.285714285714286,"blue","color",9.14721666666667,1,"task",211,222,"blue","task","green",0.8,233,"3","green",3,0.571428571428571,"male",222,"red",0.142857142857143,3,233,"red",0,"circle","311",0.25,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.5,"311-3","blue",1,23791,3,3,2,"English","Female","I found it fun",45,"Yes",2,14,26,26,"2","3","2, 4, 7, 2, 5, 8, 2, 6, 9",TRUE,0.192857142857143,0.0357142857142857,0.771428571428571
"1300",1300,81,"red",133,0,6,332,5,0.04,"green","color",9.06105,0.5,"task",221,332,"blue","task","red",1,332,"3","red",3,0.2,"female",221,"blue",0.76,0,133,"blue",1,"polka-dotted","211",0.95,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.05,"211-3","green",0.25,21642,3,3,1,"english","Female",NA,39,"Yes",25,5,18,18,"6","3","1, 6, 9, 2, 5, 7, 3, 6, 8",TRUE,0.0489130434782609,0.815217391304348,0.135869565217391
"1304",1304,81,"striped",133,1,14,112,4,0.633333333333333,"striped","texture",9.06105,0,"task",121,112,"solid","task","solid",1,112,"3","solid",2,0,"female",121,"polka-dotted",0.366666666666667,1,133,"polka-dotted",0.5,"cloud","311",0.55,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.95,"311-3","striped",0,20630,3,3,1,"english","Female",NA,39,"Yes",25,4,10,10,"1","3","1, 6, 9, 1, 5, 7, 1, 4, 8",TRUE,0.645161290322581,0.193548387096774,0.161290322580645
"1308",1308,81,"red",122,1,22,321,3,0.633333333333333,"green","color",9.06105,0.5,"task",321,122,"blue","task","blue",1,321,"2","blue",3,0.0333333333333333,"female",323,"green",0.333333333333333,2,323,"red",0,"striped","321",0.5,"green","['cloud', 'square', 'striped']",0.95,"321-3","red",0.05,18421,3,3,1,"english","Female",NA,39,"Yes",13,24,6,6,"5","2","1, 5, 8, 3, 5, 9, 3, 5, 7",TRUE,0.463519313304721,0.429184549356223,0.107296137339056
"1312",1312,81,"striped",313,0,30,333,4,0,"striped","texture",9.06105,1,"task",211,313,"solid","task","polka-dotted",0.95,211,"3","polka-dotted",2,0.612903225806452,"female",333,"solid",0.387096774193548,3,333,"solid",0.5,"square","22a2b",0.6,"polka-dotted","['circle', 'square', 'blue', 'green']",0,"22a2b-2b","striped",0.95,27911,3,3,1,"english","Female",NA,39,"Yes",21,27,2,27,"3","3","3, 4, 9, 3, 6, 9, 2, 4, 7",TRUE,0.032258064516129,0.32258064516129,0.645161290322581
"1316",1316,82,"red",213,1,6,231,4,0.413793103448276,"red","color",4.57795,0,"task",231,213,"blue","task","red",0.4,333,"2","blue",3,0,"male",231,"green",0.586206896551724,0,333,"green",0.5,"polka-dotted","22b2b",0.85,"green","['circle', 'square', 'solid', 'polka-dotted']",0.6,"22b2b-2","blue",0,27782,3,2,2,"English","Male",NA,32,"Yes",20,8,27,8,"6","3","2, 4, 9, 2, 6, 7, 3, 6, 9",TRUE,0.572519083969466,0.381679389312977,0.0458015267175573
"1320",1320,82,"striped",212,1,14,212,4,1,"striped","texture",4.57795,0,"task",212,313,"solid","task","solid",0.8,233,"2","solid",2,0,"male",313,"striped",0,1,233,"polka-dotted",0.5,"circle","22b2b",0,"polka-dotted","['circle', 'square', 'red', 'green']",1,"22b2b-2","polka-dotted",0,25001,3,2,2,"English","Male",NA,32,"Yes",11,21,26,11,"2","3","2, 4, 8, 3, 4, 9, 2, 6, 9",TRUE,0.5,0.375,0.125
"1324",1324,82,"red",221,0.5,22,221,4,0.3125,"blue","color",4.57795,1,"task",221,232,"blue","task","green",0.6,123,"3","green",3,0.5625,"male",232,"red",0.125,2,123,"red",0,"circle","22b1",0.2,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22b1-3","blue",0.9,14542,3,2,2,"English","Male",NA,32,"Yes",5,17,22,5,"2","3","2, 5, 7, 2, 6, 8, 1, 5, 9",TRUE,0.1875,0.0625,0.75
"1328",1328,82,"striped",121,0.5,30,132,4,0,"solid","texture",4.57795,1,"task",121,322,"solid","task","polka-dotted",0.6,132,"2","polka-dotted",2,1,"male",322,"solid",0,3,132,"striped",0,"red","22b2b",0,"polka-dotted","['cloud', 'square', 'blue', 'red']",0,"22b2b-2","striped",0.95,5491,3,2,2,"English","Male",NA,32,"Yes",4,15,16,16,"8","2","1, 5, 7, 3, 5, 8, 1, 6, 8",TRUE,0.217391304347826,0.347826086956522,0.434782608695652
"1332",1332,83,"red",211,1,6,331,4,0.692307692307692,"green","color",12.24245,0.5,"task",211,331,"blue","task","blue",0.75,331,"3","blue",3,0.153846153846154,"male",233,"red",0.153846153846154,0,233,"red",0,"polka-dotted","22b2b",0.2,"green","['circle', 'square', 'solid', 'polka-dotted']",0.9,"22b2b-2","green",0.2,23292,3,2,2,"English","Male",NA,42,"Yes",2,26,9,9,"6","2","2, 4, 7, 2, 6, 9, 3, 6, 7",TRUE,0.45859872611465,0.382165605095541,0.159235668789809
"1336",1336,83,"red",213,0.5,14,312,5,0.28,"blue","color",12.24245,0,"task",312,213,"blue","task","red",0.8,312,"3","red",3,0.12,"male",123,"green",0.6,1,123,"green",1,"solid","22b1",0.75,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.35,"22b1-2","blue",0.15,15122,3,2,2,"English","Male",NA,42,"Yes",20,22,12,12,"4","3","2, 4, 9, 1, 5, 9, 3, 4, 8",TRUE,0.18796992481203,0.676691729323308,0.135338345864662
"1340",1340,83,"red",312,0,22,312,4,0.166666666666667,"red","color",12.24245,1,"task",111,312,"blue","task","green",0.85,111,"3","green",3,0.5,"male",332,"blue",0.333333333333333,2,332,"blue",0.5,"solid","22a2b",0.5,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.25,"22a2b-2a","red",0.75,7352,3,2,2,"English","Male",NA,42,"Yes",12,18,1,12,"4","3","3, 4, 8, 3, 6, 8, 1, 4, 7",TRUE,0.118483412322275,0.170616113744076,0.710900473933649
"1344",1344,83,"striped",313,0,30,332,4,0.275862068965517,"striped","texture",12.24245,1,"task",122,332,"solid","task","polka-dotted",0.5,122,"2","polka-dotted",2,0.517241379310345,"male",332,"striped",0.206896551724138,3,313,"solid",0.5,"square","22b1",0.3,"polka-dotted","['cloud', 'square', 'red', 'green']",0.4,"22b1-3","solid",0.75,12881,3,2,2,"English","Male",NA,42,"Yes",21,18,13,18,"3","2","3, 4, 9, 3, 6, 8, 1, 5, 8",TRUE,0.161676646706587,0.0718562874251497,0.766467065868264
"1380",1380,86,"red",322,0.5,6,311,4,0.310344827586207,"blue","color",14.3483666666667,1,"task",311,212,"blue","task","green",1,311,"3","green",3,0.689655172413793,"female",212,"red",0,0,322,"red",0,"square","22b2b",0,"green","['circle', 'square', 'solid', 'striped']",0.45,"22b2b-2","blue",1,4112,3,3,2,"English","Male","no comments",37,"Yes",15,11,3,3,"3","2","3, 5, 8, 2, 4, 8, 3, 4, 7",TRUE,0.115384615384615,0.115384615384615,0.769230769230769
"1384",1384,86,"red",122,1,14,121,2,0.5,"red","color",14.3483666666667,0,"task",121,122,"blue","task","blue",0.65,123,"2","blue",3,0.25,"female",121,"red",0.25,1,123,"green",0.5,"cloud","331",0.5,"green","['cloud', 'striped']",1,"331-3","green",0.5,13990,3,3,2,"English","Male","no comments",37,"Yes",13,4,22,4,"1","2","1, 5, 8, 1, 5, 7, 1, 5, 9",TRUE,0.507042253521127,0.140845070422535,0.352112676056338
"1388",1388,86,"red",311,1,22,233,5,0.666666666666667,"green","color",14.3483666666667,0.5,"task",311,222,"blue","task","blue",0.8,233,"3","blue",3,0.333333333333333,"female",222,"red",0,2,233,"red",0,"circle","211",0,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",1,"211-3","green",0.5,23802,3,3,2,"English","Male","no comments",37,"Yes",3,14,26,26,"2","3","3, 4, 7, 2, 5, 8, 2, 6, 9",TRUE,0.473684210526316,0.175438596491228,0.350877192982456
"1392",1392,86,"striped",322,0,30,231,4,0,"polka-dotted","texture",14.3483666666667,0.5,"task",211,231,"solid","task","striped",1,211,"3","striped",2,0.333333333333333,"female",231,"solid",0.666666666666667,3,322,"solid",1,"blue","22a1",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0,"22a1-3","polka-dotted",0.5,3861,3,3,2,"English","Male","no comments",37,"Yes",15,8,2,8,"7","3","3, 5, 8, 2, 6, 7, 2, 4, 7",TRUE,0.0909090909090909,0.727272727272727,0.181818181818182
"1396",1396,87,"red",113,0.5,6,232,4,0.366666666666667,"blue","color",12.9515166666667,0,"task",231,232,"blue","task","blue",0.2,231,"3","red",3,0.266666666666667,"male",232,"green",0.366666666666667,0,113,"green",1,"polka-dotted","22a1",0.55,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.55,"22a1-3","red",0.4,9432,3,2,2,"english","Male",NA,34,"Yes",19,17,8,17,"6","3","1, 4, 9, 2, 6, 8, 2, 6, 7",TRUE,0.117647058823529,0.784313725490196,0.0980392156862745
"1400",1400,87,"striped",121,0.5,14,111,4,0.423076923076923,"solid","texture",12.9515166666667,1,"task",111,121,"solid","task","polka-dotted",0.45,111,"3","polka-dotted",2,0.576923076923077,"male",233,"striped",0,1,233,"striped",0,"cloud","22a1",0,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0.55,"22a1-3","solid",0.75,23031,3,2,2,"english","Male",NA,34,"Yes",4,26,1,1,"1","3","1, 5, 7, 2, 6, 9, 1, 4, 7",TRUE,0.352941176470588,0.0588235294117647,0.588235294117647
"1404",1404,87,"striped",312,1,22,211,5,0.689655172413793,"striped","texture",12.9515166666667,0,"task",211,131,"solid","task","solid",0.65,131,"2","solid",2,0.275862068965517,"male",211,"striped",0.0344827586206897,2,312,"polka-dotted",0.5,"blue","22b1",0.05,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",1,"22b1-2","polka-dotted",0.4,1811,3,2,2,"english","Male",NA,34,"Yes",12,2,7,2,"7","3","3, 4, 8, 2, 4, 7, 1, 6, 7",TRUE,0.466019417475728,0.388349514563107,0.145631067961165
"1408",1408,87,"circle",233,0,30,233,4,0.121212121212121,"circle","shape",12.9515166666667,1,"task",231,113,"cloud","task","square",0.5,113,"3","square",1,0.484848484848485,"male",231,"cloud",0.393939393939394,3,233,"cloud",0.5,"green","22a2b",0.65,"square","['solid', 'polka-dotted', 'blue', 'green']",0.2,"22a2b-2a","circle",0.8,24600,3,2,2,"english","Male",NA,34,"Yes",26,8,19,26,"9","2","2, 6, 9, 2, 6, 7, 1, 4, 9",TRUE,0.15625,0.140625,0.703125
"1412",1412,88,"circle",121,1,6,113,4,1,"square","shape",6.2206,0.5,"task",121,113,"cloud","task","cloud",1,113,"3","cloud",1,0,"male",323,"circle",0,0,323,"circle",0,"green","22b2b",0,"square","['solid', 'striped', 'blue', 'green']",1,"22b2b-2","square",0,19270,3,2,2,"English","Female",NA,27,"Yes",4,24,19,19,"9","3","1, 5, 7, 3, 5, 9, 1, 4, 9",TRUE,0.570673712021136,0.132100396301189,0.297225891677675
"1416",1416,88,"striped",132,1,14,211,5,0.689655172413793,"polka-dotted","texture",6.2206,0.5,"task",211,331,"solid","task","solid",1,331,"3","solid",2,0.310344827586207,"male",211,"striped",0,1,132,"striped",0,"blue","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",1,"22b1-2","polka-dotted",0.45,4841,3,2,2,"English","Female",NA,27,"Yes",16,2,9,2,"7","3","1, 6, 8, 2, 4, 7, 3, 6, 7",TRUE,0.661764705882353,0.0735294117647059,0.264705882352941
"1420",1420,88,"circle",132,0,22,332,4,0,"square","shape",6.2206,0.5,"task",211,132,"cloud","task","circle",1,211,"3","circle",1,0.310344827586207,"male",332,"cloud",0.689655172413793,2,332,"cloud",1,"red","22a1",1,"square","['solid', 'polka-dotted', 'blue', 'red']",0,"22a1-3","square",0.45,7860,3,2,2,"English","Female",NA,27,"Yes",16,18,2,18,"8","3","1, 6, 8, 3, 6, 8, 2, 4, 7",TRUE,0.151260504201681,0.680672268907563,0.168067226890756
"1424",1424,88,"circle",322,0.5,30,232,3,0.310344827586207,"cloud","shape",6.2206,0,"task",322,132,"cloud","task","circle",1,232,"3","circle",1,0,"male",132,"square",0.689655172413793,3,232,"square",1,"red","321",1,"square","['striped', 'polka-dotted', 'red']",0.45,"321-3","cloud",0,6790,3,2,2,"English","Female",NA,27,"Yes",15,16,17,17,"8","3","3, 5, 8, 1, 6, 8, 2, 6, 8",TRUE,0.104166666666667,0.833333333333333,0.0625
"1476",1476,92,"red",233,0.5,6,222,3,0,"blue","color",12.0039833333333,0,"task",221,222,"blue","task","red",1,221,"2","red",3,0,"male",222,"blue",1,0,233,"green",1,"circle","321",1,"green","['circle', 'striped', 'polka-dotted']",0,"321-3","green",0,23821,3,3,2,"English","Female","very interesting thank you",45,"Yes",26,14,5,14,"2","3","2, 6, 9, 2, 5, 8, 2, 5, 7",TRUE,0.116883116883117,0.831168831168831,0.0519480519480519
"1480",1480,92,"circle",233,0,14,333,3,0.0434782608695652,"circle","shape",12.0039833333333,1,"task",223,233,"cloud","task","square",1,333,"3","square",1,0.869565217391304,"male",223,"cloud",0.0869565217391304,1,333,"cloud",0.5,"green","322b",0.1,"square","['striped', 'polka-dotted', 'green']",0.05,"322b-2","circle",1,29220,3,3,2,"English","Female","very interesting thank you",45,"Yes",26,23,27,27,"9","1","2, 6, 9, 2, 5, 9, 3, 6, 9",TRUE,0.64,0.04,0.32
"1484",1484,92,"circle",331,0,22,231,2,0.0869565217391304,"square","shape",12.0039833333333,0.5,"task",131,231,"cloud","task","circle",1,131,"2","circle",1,0.0434782608695652,"male",231,"square",0.869565217391304,2,331,"cloud",1,"polka-dotted","331",1,"square","['polka-dotted', 'blue']",0.1,"331-3","cloud",0.05,830,3,3,2,"English","Female","very interesting thank you",45,"Yes",9,8,7,8,"6","1","3, 6, 7, 2, 6, 7, 1, 6, 7",TRUE,0.48,0.4,0.12
"1488",1488,92,"circle",212,0.5,30,312,4,0.0909090909090909,"cloud","shape",12.0039833333333,1,"task",131,212,"cloud","task","square",0.85,312,"2","square",1,0.818181818181818,"male",131,"cloud",0.0909090909090909,3,312,"circle",0,"solid","22a1",0.1,"square","['solid', 'polka-dotted', 'blue', 'red']",0.1,"22a1-3","circle",0.9,2160,3,3,2,"English","Female","very interesting thank you",45,"Yes",11,7,12,12,"4","2","2, 4, 8, 1, 6, 7, 3, 4, 8",TRUE,0.740944017563118,0.021953896816685,0.237102085620198
"1492",1492,93,"red",131,0,6,323,4,0,"green","color",5.71618333333333,0.5,"task",121,131,"blue","task","red",0.8,121,"3","red",3,0.40625,"female",323,"blue",0.59375,0,323,"blue",1,"striped","22a2b",0.95,"green","['cloud', 'square', 'striped', 'polka-dotted']",0,"22a2b-2a","green",0.65,17892,3,2,2,"English","Female",NA,34,"Yes",7,24,4,24,"5","3","1, 6, 7, 3, 5, 9, 1, 5, 7",TRUE,0.0697674418604651,0.697674418604651,0.232558139534884
"1496",1496,93,"red",133,1,14,231,4,0.59375,"green","color",5.71618333333333,0.5,"task",111,231,"blue","task","blue",0.8,231,"2","blue",3,0,"female",111,"green",0.40625,1,133,"red",0,"polka-dotted","22b2b",0.65,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.95,"22b2b-2","red",0,20452,3,2,2,"English","Female",NA,34,"Yes",25,1,8,8,"6","1","1, 6, 9, 1, 4, 7, 2, 6, 7",TRUE,0.37070938215103,0.51487414187643,0.11441647597254
"1500",1500,93,"striped",222,0,22,232,2,0.333333333333333,"striped","texture",5.71618333333333,1,"task",212,222,"solid","task","polka-dotted",0.75,232,"2","polka-dotted",2,0.575757575757576,"female",212,"striped",0.0909090909090909,2,232,"solid",0.5,"circle","331",0.15,"polka-dotted","['circle', 'red']",0.55,"331-3","solid",0.95,6480,3,2,2,"English","Female",NA,34,"Yes",14,11,17,17,"2","2","2, 5, 8, 2, 4, 8, 2, 6, 8",TRUE,0.05,0.8,0.15
"1504",1504,93,"striped",233,0.5,30,221,4,0.166666666666667,"solid","texture",5.71618333333333,0,"task",311,221,"solid","task","striped",0.75,221,"3","striped",2,0,"female",311,"polka-dotted",0.833333333333333,3,233,"polka-dotted",1,"blue","22b1",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.2,"22b1-3","solid",0,23081,3,2,2,"English","Female",NA,34,"Yes",26,3,5,5,"7","3","2, 6, 9, 3, 4, 7, 2, 5, 7",TRUE,0.113924050632911,0.810126582278481,0.0759493670886076
"1524",1524,95,"circle",111,0.5,6,111,4,0.2,"cloud","shape",8.02661666666667,0,"task",111,331,"cloud","task","circle",1,331,"3","circle",1,0,"male",112,"square",0.8,0,112,"square",1,"blue","22a2b",1,"square","['solid', 'polka-dotted', 'blue', 'red']",0.25,"22a2b-2a","cloud",0,1120,3,3,1,"English","Female",NA,40,"Yes",1,10,9,1,"7","3","1, 4, 7, 1, 4, 8, 3, 6, 7",TRUE,0.191489361702128,0.638297872340426,0.170212765957447
"1528",1528,95,"red",133,0,14,133,3,0,"red","color",8.02661666666667,1,"task",111,132,"blue","task","green",1,111,"3","green",3,1,"male",132,"blue",0,1,133,"blue",0.5,"cloud","321",0,"green","['cloud', 'solid', 'polka-dotted']",0,"321-3","red",1,21291,3,3,1,"English","Female",NA,40,"Yes",25,16,1,25,"1","2","1, 6, 9, 1, 6, 8, 1, 4, 7",TRUE,0.226130653266332,0.050251256281407,0.723618090452261
"1532",1532,95,"red",312,0,22,233,4,0,"green","color",8.02661666666667,0.5,"task",311,312,"blue","task","green",1,233,"2","red",3,1,"male",311,"blue",0,2,233,"blue",1,"circle","22a1",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0,"22a1-3","red",1,23572,3,3,1,"English","Female",NA,40,"Yes",12,3,26,26,"2","3","3, 4, 8, 3, 4, 7, 2, 6, 9",FALSE,0.0755287009063444,0.6797583081571,0.244712990936556
"1536",1536,95,"striped",322,0.5,30,322,4,0.333333333333333,"solid","texture",8.02661666666667,0,"task",212,322,"solid","task","striped",1,212,"3","striped",2,0,"male",132,"polka-dotted",0.666666666666667,3,132,"polka-dotted",1,"red","311",1,"polka-dotted","['cloud', 'circle', 'square', 'red']",0.5,"311-3","solid",0,5561,3,3,1,"English","Female",NA,40,"Yes",15,16,11,15,"8","3","3, 5, 8, 1, 6, 8, 2, 4, 8",TRUE,0.121621621621622,0.810810810810811,0.0675675675675676
"1572",1572,98,"circle",322,0.5,6,322,4,0,"cloud","shape",22.6987166666667,1,"task",211,221,"cloud","task","square",1,221,"2","square",1,1,"male",211,"cloud",0,0,322,"circle",0,"striped","22a2b",0,"square","['solid', 'striped', 'blue', 'red']",0,"22a2b-2a","circle",1,3710,3,1,1,"English","Male",NA,43,"Yes",15,2,5,15,"5","2","3, 5, 8, 2, 4, 7, 2, 5, 7",TRUE,0.309160305343512,0.309160305343512,0.381679389312977
"1576",1576,98,"circle",231,1,14,333,4,0.666666666666667,"square","shape",22.6987166666667,0.5,"task",221,231,"cloud","task","cloud",1,333,"3","cloud",1,0.333333333333333,"male",221,"circle",0,1,333,"circle",0,"polka-dotted","22a2b",0,"square","['striped', 'polka-dotted', 'blue', 'green']",1,"22a2b-2a","square",0.5,26250,3,1,1,"English","Male",NA,43,"Yes",8,5,27,27,"6","3","2, 6, 7, 2, 5, 7, 3, 6, 9",TRUE,0.653436592449177,0.104549854791868,0.242013552758955
"1580",1580,98,"striped",232,1,22,211,4,0.689655172413793,"striped","texture",22.6987166666667,0,"task",211,232,"solid","task","solid",0.95,211,"3","solid",2,0,"male",223,"polka-dotted",0.310344827586207,2,223,"polka-dotted",0.5,"circle","311",0.45,"polka-dotted","['circle', 'blue', 'red', 'green']",1,"311-3","striped",0,16610,3,1,1,"English","Male",NA,43,"Yes",17,23,2,2,"2","3","2, 6, 8, 2, 5, 9, 2, 4, 7",TRUE,0.826161790017212,0.139414802065404,0.0344234079173838
"1584",1584,98,"red",123,0,30,122,4,0.25,"green","color",22.6987166666667,0.5,"task",231,122,"blue","task","red",0.65,122,"3","red",3,0.25,"male",231,"blue",0.5,3,123,"blue",1,"cloud","22a1",1,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22a1-3","green",0.5,14032,3,1,1,"English","Male",NA,43,"Yes",22,8,13,13,"1","2","1, 5, 9, 2, 6, 7, 1, 5, 8",TRUE,0.297225891677675,0.570673712021136,0.132100396301189
